dim,nthreads,prec,N,cpu_time_ns,real_time_ns,cpu_time_stddev_ns,repetitions,time_unit,l2_cache_bytes,l3_cache_bytes
1,1,f,1265625.0,12957062.400000032,12959477.699951094,1883269.890041279,8,ns,1048576,16777216
1,1,d,2799360.0,56522994.30000012,56719451.10025263,581498.331577532,8,ns,1048576,16777216
1,1,f,2799360.0,31854214.400000114,31882426.400079567,6293577.109882905,8,ns,1048576,16777216
1,1,d,6144000.0,169457682.1,169495536.100294,39291022.32496153,8,ns,1048576,16777216
1,1,f,6144000.0,88035630.30000012,88050984.09993662,2306090.3877924965,8,ns,1048576,16777216
1,1,d,13436928.0,341313077.0999999,341383756.7000883,25729065.088254146,8,ns,1048576,16777216
1,1,f,13436928.0,175088730.1999999,175113449.19985276,23372876.148225088,8,ns,1048576,16777216
1,1,d,29491200.0,606805729.2999996,606938423.4000609,6462806.692323117,8,ns,1048576,16777216
1,1,f,29491200.0,398749882.6000007,398825326.40003777,985172.8520508852,8,ns,1048576,16777216
1,1,d,67108864.0,1518563207.3000023,1520118504.1998544,3608379.6591974865,8,ns,1048576,16777216
1,1,f,67108864.0,920908441.7999976,922083662.3000652,5382488.393958951,8,ns,1048576,16777216
1,16,d,100.0,336.60000000003066,340.59994504787034,10.198039027172461,8,ns,1048576,16777216
1,16,f,100.0,283.5000000000077,288.5999492718838,26.731776168860446,8,ns,1048576,16777216
1,16,d,225.0,719.3999999999431,724.3001164169982,5.572380871012694,8,ns,1048576,16777216
1,16,f,225.0,533.0000000000006,537.9999493015931,6.4807406984009,8,ns,1048576,16777216
1,16,d,486.0,1675.100000000018,1680.0999219412918,5.672993666709686,8,ns,1048576,16777216
1,16,f,486.0,1080.0999999999954,1085.1001206901856,9.38737754345964,8,ns,1048576,16777216
1,16,d,1080.0,3693.8999999999724,3698.0000004405156,665.8765946372733,8,ns,1048576,16777216
1,16,f,1080.0,2066.0000000000036,2068.899993901141,21.079560174299374,8,ns,1048576,16777216
1,16,d,2400.0,8746.39999999989,8760.399941820651,13.625081912432615,8,ns,1048576,16777216
1,16,f,2400.0,4632.700000000009,4637.79997517122,43.3435445844659,8,ns,1048576,16777216
1,16,d,5120.0,20055.59999999993,20068.699996045325,10772.24255986521,8,ns,1048576,16777216
1,16,f,5120.0,9393.700000000053,9402.700015925802,405.2653557502884,8,ns,1048576,16777216
1,16,d,11520.0,43657.900000000125,49807.70008842229,2826.518171077078,8,ns,1048576,16777216
1,16,f,11520.0,22648.500000000025,22654.600070382006,12770.591023351797,8,ns,1048576,16777216
1,16,d,25000.0,73438.29999999948,79743.09992277996,767.4923615246187,8,ns,1048576,16777216
1,16,f,25000.0,64528.99999999998,64522.39995269338,933.4841340756102,8,ns,1048576,16777216
