dim,prec,M,N_total,N_per_dim,tol,max_sp,subprob,npts,size1,size2,size3,cells,off1,off2,off3
2,d,10000000,9998244,3162,1e-06,2500,2046,2500,646,11,1,7106,1167,1613,0
2,d,10000000,9998244,3162,1e-06,2500,2047,2500,646,11,1,7106,1791,1613,0
2,d,10000000,9998244,3162,1e-06,2500,2048,2500,652,11,1,7172,2414,1613,0
2,d,10000000,9998244,3162,1e-06,2500,2049,2500,3170,15,1,47550,-3,1613,0
2,d,10000000,9998244,3162,1e-06,2500,2050,2500,648,11,1,7128,525,1617,0
2,d,10000000,9998244,3162,1e-06,2500,2051,2500,631,11,1,6941,1149,1617,0
2,d,10000000,9998244,3162,1e-06,2500,2052,2500,632,11,1,6952,1757,1617,0
2,d,10000000,9998244,3162,1e-06,2500,2053,2500,631,11,1,6941,2366,1617,0
2,d,10000000,9998244,3162,1e-06,2500,2054,2500,3169,15,1,47535,-3,1617,0
2,d,10000000,9998244,3162,1e-06,2500,2055,2500,648,11,1,7128,445,1621,0
2,d,10000000,9998244,3162,1e-06,2500,2056,2500,631,11,1,6941,1070,1621,0
2,d,10000000,9998244,3162,1e-06,2500,2057,2500,645,11,1,7095,1679,1621,0
2,d,10000000,9998244,3162,1e-06,2500,2058,2500,648,11,1,7128,2301,1621,0
2,d,10000000,9998244,3162,1e-06,2500,2059,2500,3170,15,1,47550,-3,1621,0
2,d,10000000,9998244,3162,1e-06,2500,2060,2500,632,11,1,6952,381,1625,0
2,d,10000000,9998244,3162,1e-06,2500,2061,2500,646,11,1,7106,990,1625,0
2,d,10000000,9998244,3162,1e-06,2500,2062,2500,631,11,1,6941,1613,1625,0
2,d,10000000,9998244,3162,1e-06,2500,2063,2500,663,11,1,7293,2222,1625,0
2,d,10000000,9998244,3162,1e-06,2500,2064,2500,3170,15,1,47550,-3,1625,0
2,d,10000000,9998244,3162,1e-06,2500,2065,2500,625,11,1,6875,317,1629,0
2,d,10000000,9998244,3162,1e-06,2500,2066,2500,646,11,1,7106,926,1629,0
2,d,10000000,9998244,3162,1e-06,2500,2067,2500,680,11,1,7480,1549,1629,0
2,d,10000000,9998244,3162,1e-06,2500,2068,2500,648,11,1,7128,2205,1629,0
2,d,10000000,9998244,3162,1e-06,2500,2069,2500,3170,15,1,47550,-3,1629,0
2,d,10000000,9998244,3162,1e-06,2500,2070,2500,648,11,1,7128,301,1633,0
2,d,10000000,9998244,3162,1e-06,2500,2071,2500,646,11,1,7106,927,1633,0
2,d,10000000,9998244,3162,1e-06,2500,2072,2500,644,11,1,7084,1551,1633,0
2,d,10000000,9998244,3162,1e-06,2500,2073,2500,662,11,1,7282,2173,1633,0
2,d,10000000,9998244,3162,1e-06,2500,2074,2500,3170,15,1,47550,-3,1633,0
2,d,10000000,9998244,3162,1e-06,2500,2075,2500,648,11,1,7128,269,1637,0
2,d,10000000,9998244,3162,1e-06,2500,2076,2500,663,11,1,7293,893,1637,0
2,d,10000000,9998244,3162,1e-06,2500,2077,2500,631,11,1,6941,1534,1637,0
2,d,10000000,9998244,3162,1e-06,2500,2078,2500,645,11,1,7095,2143,1637,0
2,d,10000000,9998244,3162,1e-06,2500,2079,2500,3169,15,1,47535,-3,1637,0
2,d,10000000,9998244,3162,1e-06,2500,2080,2500,662,11,1,7282,206,1641,0
2,d,10000000,9998244,3162,1e-06,2500,2081,2500,648,11,1,7128,845,1641,0
2,d,10000000,9998244,3162,1e-06,2500,2082,2500,647,11,1,7117,1470,1641,0
2,d,10000000,9998244,3162,1e-06,2500,2083,2500,632,11,1,6952,2093,1641,0
2,d,10000000,9998244,3162,1e-06,2500,2084,2500,3169,15,1,47535,-2,1641,0
2,d,10000000,9998244,3162,1e-06,2500,2085,2500,648,11,1,7128,173,1645,0
2,d,10000000,9998244,3162,1e-06,2500,2086,2500,651,11,1,7161,800,1645,0
2,d,10000000,9998244,3162,1e-06,2500,2087,2500,632,11,1,6952,1437,1645,0
2,d,10000000,9998244,3162,1e-06,2500,2088,2500,647,11,1,7117,2045,1645,0
2,d,10000000,9998244,3162,1e-06,2500,2089,2500,3170,15,1,47550,-3,1645,0
2,d,10000000,9998244,3162,1e-06,2500,2090,2500,631,11,1,6941,141,1649,0
2,d,10000000,9998244,3162,1e-06,2500,2091,2500,677,11,1,7447,750,1649,0
2,d,10000000,9998244,3162,1e-06,2500,2092,2500,664,11,1,7304,1405,1649,0
2,d,10000000,9998244,3162,1e-06,2500,2093,2500,632,11,1,6952,2045,1649,0
2,d,10000000,9998244,3162,1e-06,2500,2094,2500,3170,15,1,47550,-3,1649,0
2,d,10000000,9998244,3162,1e-06,2500,2095,2500,632,11,1,6952,125,1653,0
2,d,10000000,9998244,3162,1e-06,2500,2096,2500,632,11,1,6952,733,1653,0
2,d,10000000,9998244,3162,1e-06,2500,2097,2500,631,11,1,6941,1342,1653,0
2,d,10000000,9998244,3162,1e-06,2500,2098,2500,663,11,1,7293,1950,1653,0
2,d,10000000,9998244,3162,1e-06,2500,2099,2500,3170,15,1,47550,-3,1653,0
2,d,10000000,9998244,3162,1e-06,2500,2100,2500,632,11,1,6952,61,1657,0
2,d,10000000,9998244,3162,1e-06,2500,2101,2500,663,11,1,7293,669,1657,0
2,d,10000000,9998244,3162,1e-06,2500,2102,2500,659,11,1,7249,1309,1657,0
2,d,10000000,9998244,3162,1e-06,2500,2103,2500,632,11,1,6952,1949,1657,0
2,d,10000000,9998244,3162,1e-06,2500,2104,2500,3170,15,1,47550,-3,1657,0
2,d,10000000,9998244,3162,1e-06,2500,2105,2500,664,11,1,7304,13,1661,0
2,d,10000000,9998244,3162,1e-06,2500,2106,2500,647,11,1,7117,653,1661,0
2,d,10000000,9998244,3162,1e-06,2500,2107,2500,631,11,1,6941,1278,1661,0
2,d,10000000,9998244,3162,1e-06,2500,2108,2500,647,11,1,7117,1886,1661,0
2,d,10000000,9998244,3162,1e-06,2500,2109,2500,658,11,1,7238,2509,1661,0
2,d,10000000,9998244,3162,1e-06,2500,2110,2500,3170,15,1,47550,-3,1661,0
2,d,10000000,9998244,3162,1e-06,2500,2111,2500,644,11,1,7084,605,1665,0
2,d,10000000,9998244,3162,1e-06,2500,2112,2500,647,11,1,7117,1229,1665,0
2,d,10000000,9998244,3162,1e-06,2500,2113,2500,664,11,1,7304,1853,1665,0
2,d,10000000,9998244,3162,1e-06,2500,2114,2500,644,11,1,7084,2493,1665,0
2,d,10000000,9998244,3162,1e-06,2500,2115,2500,3170,15,1,47550,-3,1665,0
2,d,10000000,9998244,3162,1e-06,2500,2116,2500,648,11,1,7128,573,1669,0
2,d,10000000,9998244,3162,1e-06,2500,2117,2500,646,11,1,7106,1198,1669,0
2,d,10000000,9998244,3162,1e-06,2500,2118,2500,632,11,1,6952,1821,1669,0
2,d,10000000,9998244,3162,1e-06,2500,2119,2500,632,11,1,6952,2429,1669,0
2,d,10000000,9998244,3162,1e-06,2500,2120,2500,3170,15,1,47550,-3,1669,0
2,d,10000000,9998244,3162,1e-06,2500,2121,2500,647,11,1,7117,493,1673,0
2,d,10000000,9998244,3162,1e-06,2500,2122,2500,647,11,1,7117,1117,1673,0
2,d,10000000,9998244,3162,1e-06,2500,2123,2500,646,11,1,7106,1741,1673,0
2,d,10000000,9998244,3162,1e-06,2500,2124,2500,631,11,1,6941,2365,1673,0
2,d,10000000,9998244,3162,1e-06,2500,2125,2500,3168,15,1,47520,-2,1673,0
2,d,10000000,9998244,3162,1e-06,2500,2126,2500,652,11,1,7172,441,1677,0
2,d,10000000,9998244,3162,1e-06,2500,2127,2500,664,11,1,7304,1069,1677,0
2,d,10000000,9998244,3162,1e-06,2500,2128,2500,632,11,1,6952,1709,1677,0
2,d,10000000,9998244,3162,1e-06,2500,2129,2500,660,11,1,7260,2333,1677,0
2,d,10000000,9998244,3162,1e-06,2500,2130,2500,3170,15,1,47550,-3,1677,0
2,d,10000000,9998244,3162,1e-06,2500,2131,2500,662,11,1,7282,431,1681,0
2,d,10000000,9998244,3162,1e-06,2500,2132,2500,647,11,1,7117,1070,1681,0
2,d,10000000,9998244,3162,1e-06,2500,2133,2500,638,11,1,7018,1702,1681,0
2,d,10000000,9998244,3162,1e-06,2500,2134,2500,632,11,1,6952,2317,1681,0
2,d,10000000,9998244,3162,1e-06,2500,2135,2500,3170,15,1,47550,-3,1681,0
2,d,10000000,9998244,3162,1e-06,2500,2136,2500,663,11,1,7293,414,1685,0
2,d,10000000,9998244,3162,1e-06,2500,2137,2500,662,11,1,7282,1054,1685,0
2,d,10000000,9998244,3162,1e-06,2500,2138,2500,648,11,1,7128,1693,1685,0
2,d,10000000,9998244,3162,1e-06,2500,2139,2500,616,11,1,6776,2333,1685,0
2,d,10000000,9998244,3162,1e-06,2500,2140,2500,3169,15,1,47535,-2,1685,0
2,d,10000000,9998244,3162,1e-06,2500,2141,2500,647,11,1,7117,397,1689,0
2,d,10000000,9998244,3162,1e-06,2500,2142,2500,661,11,1,7271,1024,1689,0
2,d,10000000,9998244,3162,1e-06,2500,2143,2500,632,11,1,6952,1661,1689,0
2,d,10000000,9998244,3162,1e-06,2500,2144,2500,643,11,1,7073,2274,1689,0
2,d,10000000,9998244,3162,1e-06,2500,2145,2500,3170,15,1,47550,-3,1689,0
2,d,10000000,9998244,3162,1e-06,2500,2146,2500,648,11,1,7128,349,1693,0
2,d,10000000,9998244,3162,1e-06,2500,2147,2500,663,11,1,7293,974,1693,0
2,d,10000000,9998244,3162,1e-06,2500,2148,2500,632,11,1,6952,1613,1693,0
2,d,10000000,9998244,3162,1e-06,2500,2149,2500,648,11,1,7128,2221,1693,0
2,d,10000000,9998244,3162,1e-06,2500,2150,2500,3169,15,1,47535,-2,1693,0
2,d,10000000,9998244,3162,1e-06,2500,2151,2500,646,11,1,7106,302,1697,0
2,d,10000000,9998244,3162,1e-06,2500,2152,2500,631,11,1,6941,925,1697,0
2,d,10000000,9998244,3162,1e-06,2500,2153,2500,648,11,1,7128,1533,1697,0
2,d,10000000,9998244,3162,1e-06,2500,2154,2500,648,11,1,7128,2157,1697,0
2,d,10000000,9998244,3162,1e-06,2500,2155,2500,3169,15,1,47535,-2,1697,0
2,d,10000000,9998244,3162,1e-06,2500,2156,2500,632,11,1,6952,269,1701,0
2,d,10000000,9998244,3162,1e-06,2500,2157,2500,648,11,1,7128,877,1701,0
2,d,10000000,9998244,3162,1e-06,2500,2158,2500,664,11,1,7304,1501,1701,0
2,d,10000000,9998244,3162,1e-06,2500,2159,2500,663,11,1,7293,2141,1701,0
2,d,10000000,9998244,3162,1e-06,2500,2160,2500,3170,15,1,47550,-3,1701,0
2,d,10000000,9998244,3162,1e-06,2500,2161,2500,634,11,1,6974,254,1705,0
2,d,10000000,9998244,3162,1e-06,2500,2162,2500,645,11,1,7095,877,1705,0
2,d,10000000,9998244,3162,1e-06,2500,2163,2500,632,11,1,6952,1501,1705,0
2,d,10000000,9998244,3162,1e-06,2500,2164,2500,664,11,1,7304,2109,1705,0
2,d,10000000,9998244,3162,1e-06,2500,2165,2500,3170,15,1,47550,-3,1705,0
2,d,10000000,9998244,3162,1e-06,2500,2166,2500,636,11,1,6996,216,1709,0
2,d,10000000,9998244,3162,1e-06,2500,2167,2500,675,11,1,7425,834,1709,0
2,d,10000000,9998244,3162,1e-06,2500,2168,2500,662,11,1,7282,1486,1709,0
2,d,10000000,9998244,3162,1e-06,2500,2169,2500,648,11,1,7128,2125,1709,0
2,d,10000000,9998244,3162,1e-06,2500,2170,2500,3170,15,1,47550,-3,1709,0
2,d,10000000,9998244,3162,1e-06,2500,2171,2500,662,11,1,7282,191,1713,0
2,d,10000000,9998244,3162,1e-06,2500,2172,2500,660,11,1,7260,830,1713,0
2,d,10000000,9998244,3162,1e-06,2500,2173,2500,647,11,1,7117,1469,1713,0
2,d,10000000,9998244,3162,1e-06,2500,2174,2500,630,11,1,6930,2094,1713,0
2,d,10000000,9998244,3162,1e-06,2500,2175,2500,3170,15,1,47550,-3,1713,0
2,d,10000000,9998244,3162,1e-06,2500,2176,2500,632,11,1,6952,173,1717,0
2,d,10000000,9998244,3162,1e-06,2500,2177,2500,657,11,1,7227,787,1717,0
2,d,10000000,9998244,3162,1e-06,2500,2178,2500,648,11,1,7128,1421,1717,0
2,d,10000000,9998244,3162,1e-06,2500,2179,2500,662,11,1,7282,2046,1717,0
2,d,10000000,9998244,3162,1e-06,2500,2180,2500,3169,15,1,47535,-3,1717,0
2,d,10000000,9998244,3162,1e-06,2500,2181,2500,655,11,1,7205,146,1721,0
2,d,10000000,9998244,3162,1e-06,2500,2182,2500,632,11,1,6952,781,1721,0
2,d,10000000,9998244,3162,1e-06,2500,2183,2500,647,11,1,7117,1390,1721,0
2,d,10000000,9998244,3162,1e-06,2500,2184,2500,647,11,1,7117,2014,1721,0
2,d,10000000,9998244,3162,1e-06,2500,2185,2500,3169,15,1,47535,-2,1721,0
2,d,10000000,9998244,3162,1e-06,2500,2186,2500,656,11,1,7216,109,1725,0
2,d,10000000,9998244,3162,1e-06,2500,2187,2500,616,11,1,6776,749,1725,0
2,d,10000000,9998244,3162,1e-06,2500,2188,2500,660,11,1,7260,1345,1725,0
2,d,10000000,9998244,3162,1e-06,2500,2189,2500,630,11,1,6930,1982,1725,0
2,d,10000000,9998244,3162,1e-06,2500,2190,2500,3169,15,1,47535,-3,1725,0
2,d,10000000,9998244,3162,1e-06,2500,2191,2500,646,11,1,7106,47,1729,0
2,d,10000000,9998244,3162,1e-06,2500,2192,2500,652,11,1,7172,678,1729,0
2,d,10000000,9998244,3162,1e-06,2500,2193,2500,647,11,1,7117,1310,1729,0
2,d,10000000,9998244,3162,1e-06,2500,2194,2500,662,11,1,7282,1934,1729,0
2,d,10000000,9998244,3162,1e-06,2500,2195,2500,3170,15,1,47550,-3,1729,0
2,d,10000000,9998244,3162,1e-06,2500,2196,2500,647,11,1,7117,29,1733,0
2,d,10000000,9998244,3162,1e-06,2500,2197,2500,648,11,1,7128,653,1733,0
2,d,10000000,9998244,3162,1e-06,2500,2198,2500,639,11,1,7029,1285,1733,0
2,d,10000000,9998244,3162,1e-06,2500,2199,2500,656,11,1,7216,1901,1733,0
2,d,10000000,9998244,3162,1e-06,2500,2200,2500,3169,15,1,47535,-2,1733,0
2,d,10000000,9998244,3162,1e-06,2500,2201,2500,647,11,1,7117,-3,1737,0
2,d,10000000,9998244,3162,1e-06,2500,2202,2500,632,11,1,6952,621,1737,0
2,d,10000000,9998244,3162,1e-06,2500,2203,2500,647,11,1,7117,1229,1737,0
2,d,10000000,9998244,3162,1e-06,2500,2204,2500,645,11,1,7095,1855,1737,0
2,d,10000000,9998244,3162,1e-06,2500,2205,2500,664,11,1,7304,2477,1737,0
2,d,10000000,9998244,3162,1e-06,2500,2206,2500,3170,15,1,47550,-3,1737,0
2,d,10000000,9998244,3162,1e-06,2500,2207,2500,653,11,1,7183,584,1741,0
2,d,10000000,9998244,3162,1e-06,2500,2208,2500,663,11,1,7293,1214,1741,0
2,d,10000000,9998244,3162,1e-06,2500,2209,2500,632,11,1,6952,1853,1741,0
2,d,10000000,9998244,3162,1e-06,2500,2210,2500,629,11,1,6919,2463,1741,0
2,d,10000000,9998244,3162,1e-06,2500,2211,2500,3170,15,1,47550,-3,1741,0
2,d,10000000,9998244,3162,1e-06,2500,2212,2500,647,11,1,7117,525,1745,0
2,d,10000000,9998244,3162,1e-06,2500,2213,2500,631,11,1,6941,1150,1745,0
2,d,10000000,9998244,3162,1e-06,2500,2214,2500,643,11,1,7073,1762,1745,0
2,d,10000000,9998244,3162,1e-06,2500,2215,2500,664,11,1,7304,2381,1745,0
2,d,10000000,9998244,3162,1e-06,2500,2216,2500,3170,15,1,47550,-3,1745,0
2,d,10000000,9998244,3162,1e-06,2500,2217,2500,630,11,1,6930,509,1749,0
2,d,10000000,9998244,3162,1e-06,2500,2218,2500,663,11,1,7293,1117,1749,0
2,d,10000000,9998244,3162,1e-06,2500,2219,2500,648,11,1,7128,1757,1749,0
2,d,10000000,9998244,3162,1e-06,2500,2220,2500,648,11,1,7128,2381,1749,0
2,d,10000000,9998244,3162,1e-06,2500,2221,2500,3170,15,1,47550,-3,1749,0
2,d,10000000,9998244,3162,1e-06,2500,2222,2500,663,11,1,7293,478,1753,0
2,d,10000000,9998244,3162,1e-06,2500,2223,2500,662,11,1,7282,1118,1753,0
2,d,10000000,9998244,3162,1e-06,2500,2224,2500,647,11,1,7117,1757,1753,0
2,d,10000000,9998244,3162,1e-06,2500,2225,2500,647,11,1,7117,2381,1753,0
2,d,10000000,9998244,3162,1e-06,2500,2226,2500,3170,15,1,47550,-3,1753,0
2,d,10000000,9998244,3162,1e-06,2500,2227,2500,632,11,1,6952,461,1757,0
2,d,10000000,9998244,3162,1e-06,2500,2228,2500,622,11,1,6842,1078,1757,0
2,d,10000000,9998244,3162,1e-06,2500,2229,2500,646,11,1,7106,1679,1757,0
2,d,10000000,9998244,3162,1e-06,2500,2230,2500,664,11,1,7304,2301,1757,0
2,d,10000000,9998244,3162,1e-06,2500,2231,2500,3170,15,1,47550,-3,1757,0
2,d,10000000,9998244,3162,1e-06,2500,2232,2500,663,11,1,7293,414,1761,0
2,d,10000000,9998244,3162,1e-06,2500,2233,2500,630,11,1,6930,1053,1761,0
2,d,10000000,9998244,3162,1e-06,2500,2234,2500,646,11,1,7106,1661,1761,0
2,d,10000000,9998244,3162,1e-06,2500,2235,2500,630,11,1,6930,2286,1761,0
2,d,10000000,9998244,3162,1e-06,2500,2236,2500,3170,15,1,47550,-3,1761,0
2,d,10000000,9998244,3162,1e-06,2500,2237,2500,658,11,1,7238,338,1765,0
2,d,10000000,9998244,3162,1e-06,2500,2238,2500,648,11,1,7128,973,1765,0
2,d,10000000,9998244,3162,1e-06,2500,2239,2500,646,11,1,7106,1597,1765,0
2,d,10000000,9998244,3162,1e-06,2500,2240,2500,647,11,1,7117,2221,1765,0
2,d,10000000,9998244,3162,1e-06,2500,2241,2500,3170,15,1,47550,-3,1765,0
2,d,10000000,9998244,3162,1e-06,2500,2242,2500,644,11,1,7084,285,1769,0
2,d,10000000,9998244,3162,1e-06,2500,2243,2500,648,11,1,7128,909,1769,0
2,d,10000000,9998244,3162,1e-06,2500,2244,2500,631,11,1,6941,1534,1769,0
2,d,10000000,9998244,3162,1e-06,2500,2245,2500,648,11,1,7128,2141,1769,0
2,d,10000000,9998244,3162,1e-06,2500,2246,2500,3169,15,1,47535,-2,1769,0
2,d,10000000,9998244,3162,1e-06,2500,2247,2500,630,11,1,6930,222,1773,0
2,d,10000000,9998244,3162,1e-06,2500,2248,2500,660,11,1,7260,830,1773,0
2,d,10000000,9998244,3162,1e-06,2500,2249,2500,632,11,1,6952,1469,1773,0
2,d,10000000,9998244,3162,1e-06,2500,2250,2500,632,11,1,6952,2093,1773,0
2,d,10000000,9998244,3162,1e-06,2500,2251,2500,3170,15,1,47550,-3,1773,0
2,d,10000000,9998244,3162,1e-06,2500,2252,2500,642,11,1,7062,174,1777,0
2,d,10000000,9998244,3162,1e-06,2500,2253,2500,629,11,1,6919,797,1777,0
2,d,10000000,9998244,3162,1e-06,2500,2254,2500,663,11,1,7293,1406,1777,0
2,d,10000000,9998244,3162,1e-06,2500,2255,2500,648,11,1,7128,2045,1777,0
2,d,10000000,9998244,3162,1e-06,2500,2256,2500,3170,15,1,47550,-3,1777,0
2,d,10000000,9998244,3162,1e-06,2500,2257,2500,615,11,1,6765,126,1781,0
2,d,10000000,9998244,3162,1e-06,2500,2258,2500,660,11,1,7260,720,1781,0
2,d,10000000,9998244,3162,1e-06,2500,2259,2500,646,11,1,7106,1357,1781,0
2,d,10000000,9998244,3162,1e-06,2500,2260,2500,615,11,1,6765,1981,1781,0
2,d,10000000,9998244,3162,1e-06,2500,2261,2500,3169,15,1,47535,-2,1781,0
2,d,10000000,9998244,3162,1e-06,2500,2262,2500,648,11,1,7128,45,1785,0
2,d,10000000,9998244,3162,1e-06,2500,2263,2500,648,11,1,7128,669,1785,0
2,d,10000000,9998244,3162,1e-06,2500,2264,2500,632,11,1,6952,1293,1785,0
2,d,10000000,9998244,3162,1e-06,2500,2265,2500,648,11,1,7128,1917,1785,0
2,d,10000000,9998244,3162,1e-06,2500,2266,2500,3170,15,1,47550,-3,1785,0
2,d,10000000,9998244,3162,1e-06,2500,2267,2500,645,11,1,7095,-2,1789,0
2,d,10000000,9998244,3162,1e-06,2500,2268,2500,646,11,1,7106,621,1789,0
2,d,10000000,9998244,3162,1e-06,2500,2269,2500,644,11,1,7084,1245,1789,0
2,d,10000000,9998244,3162,1e-06,2500,2270,2500,632,11,1,6952,1869,1789,0
2,d,10000000,9998244,3162,1e-06,2500,2271,2500,646,11,1,7106,2479,1789,0
2,d,10000000,9998244,3162,1e-06,2500,2272,2500,3170,15,1,47550,-3,1789,0
2,d,10000000,9998244,3162,1e-06,2500,2273,2500,647,11,1,7117,541,1793,0
2,d,10000000,9998244,3162,1e-06,2500,2274,2500,632,11,1,6952,1165,1793,0
2,d,10000000,9998244,3162,1e-06,2500,2275,2500,663,11,1,7293,1774,1793,0
2,d,10000000,9998244,3162,1e-06,2500,2276,2500,648,11,1,7128,2413,1793,0
2,d,10000000,9998244,3162,1e-06,2500,2277,2500,3169,15,1,47535,-3,1793,0
2,d,10000000,9998244,3162,1e-06,2500,2278,2500,645,11,1,7095,496,1797,0
2,d,10000000,9998244,3162,1e-06,2500,2279,2500,659,11,1,7249,1122,1797,0
2,d,10000000,9998244,3162,1e-06,2500,2280,2500,648,11,1,7128,1757,1797,0
2,d,10000000,9998244,3162,1e-06,2500,2281,2500,632,11,1,6952,2381,1797,0
2,d,10000000,9998244,3162,1e-06,2500,2282,2500,3170,15,1,47550,-3,1797,0
2,d,10000000,9998244,3162,1e-06,2500,2283,2500,623,11,1,6853,478,1801,0
2,d,10000000,9998244,3162,1e-06,2500,2284,2500,648,11,1,7128,1085,1801,0
2,d,10000000,9998244,3162,1e-06,2500,2285,2500,664,11,1,7304,1709,1801,0
2,d,10000000,9998244,3162,1e-06,2500,2286,2500,648,11,1,7128,2349,1801,0
2,d,10000000,9998244,3162,1e-06,2500,2287,2500,3170,15,1,47550,-3,1801,0
2,d,10000000,9998244,3162,1e-06,2500,2288,2500,643,11,1,7073,434,1805,0
2,d,10000000,9998244,3162,1e-06,2500,2289,2500,664,11,1,7304,1053,1805,0
2,d,10000000,9998244,3162,1e-06,2500,2290,2500,643,11,1,7073,1693,1805,0
2,d,10000000,9998244,3162,1e-06,2500,2291,2500,648,11,1,7128,2317,1805,0
2,d,10000000,9998244,3162,1e-06,2500,2292,2500,3170,15,1,47550,-3,1805,0
2,d,10000000,9998244,3162,1e-06,2500,2293,2500,632,11,1,6952,429,1809,0
2,d,10000000,9998244,3162,1e-06,2500,2294,2500,639,11,1,7029,1038,1809,0
2,d,10000000,9998244,3162,1e-06,2500,2295,2500,647,11,1,7117,1662,1809,0
2,d,10000000,9998244,3162,1e-06,2500,2296,2500,648,11,1,7128,2285,1809,0
2,d,10000000,9998244,3162,1e-06,2500,2297,2500,3170,15,1,47550,-3,1809,0
2,d,10000000,9998244,3162,1e-06,2500,2298,2500,647,11,1,7117,366,1813,0
2,d,10000000,9998244,3162,1e-06,2500,2299,2500,664,11,1,7304,989,1813,0
2,d,10000000,9998244,3162,1e-06,2500,2300,2500,662,11,1,7282,1631,1813,0
2,d,10000000,9998244,3162,1e-06,2500,2301,2500,661,11,1,7271,2271,1813,0
2,d,10000000,9998244,3162,1e-06,2500,2302,2500,3170,15,1,47550,-3,1813,0
2,d,10000000,9998244,3162,1e-06,2500,2303,2500,662,11,1,7282,365,1817,0
2,d,10000000,9998244,3162,1e-06,2500,2304,2500,648,11,1,7128,1005,1817,0
2,d,10000000,9998244,3162,1e-06,2500,2305,2500,630,11,1,6930,1631,1817,0
2,d,10000000,9998244,3162,1e-06,2500,2306,2500,647,11,1,7117,2237,1817,0
2,d,10000000,9998244,3162,1e-06,2500,2307,2500,3170,15,1,47550,-3,1817,0
2,d,10000000,9998244,3162,1e-06,2500,2308,2500,632,11,1,6952,317,1821,0
2,d,10000000,9998244,3162,1e-06,2500,2309,2500,645,11,1,7095,928,1821,0
2,d,10000000,9998244,3162,1e-06,2500,2310,2500,647,11,1,7117,1549,1821,0
2,d,10000000,9998244,3162,1e-06,2500,2311,2500,630,11,1,6930,2174,1821,0
2,d,10000000,9998244,3162,1e-06,2500,2312,2500,3170,15,1,47550,-3,1821,0
2,d,10000000,9998244,3162,1e-06,2500,2313,2500,647,11,1,7117,237,1825,0
2,d,10000000,9998244,3162,1e-06,2500,2314,2500,644,11,1,7084,861,1825,0
2,d,10000000,9998244,3162,1e-06,2500,2315,2500,648,11,1,7128,1485,1825,0
2,d,10000000,9998244,3162,1e-06,2500,2316,2500,644,11,1,7084,2113,1825,0
2,d,10000000,9998244,3162,1e-06,2500,2317,2500,3170,15,1,47550,-3,1825,0
2,d,10000000,9998244,3162,1e-06,2500,2318,2500,639,11,1,7029,198,1829,0
2,d,10000000,9998244,3162,1e-06,2500,2319,2500,663,11,1,7293,813,1829,0
2,d,10000000,9998244,3162,1e-06,2500,2320,2500,648,11,1,7128,1453,1829,0
2,d,10000000,9998244,3162,1e-06,2500,2321,2500,634,11,1,6974,2077,1829,0
2,d,10000000,9998244,3162,1e-06,2500,2322,2500,3170,15,1,47550,-3,1829,0
2,d,10000000,9998244,3162,1e-06,2500,2323,2500,616,11,1,6776,157,1833,0
2,d,10000000,9998244,3162,1e-06,2500,2324,2500,647,11,1,7117,750,1833,0
2,d,10000000,9998244,3162,1e-06,2500,2325,2500,648,11,1,7128,1373,1833,0
2,d,10000000,9998244,3162,1e-06,2500,2326,2500,646,11,1,7106,1999,1833,0
2,d,10000000,9998244,3162,1e-06,2500,2327,2500,3169,15,1,47535,-2,1833,0
2,d,10000000,9998244,3162,1e-06,2500,2328,2500,647,11,1,7117,110,1837,0
2,d,10000000,9998244,3162,1e-06,2500,2329,2500,643,11,1,7073,733,1837,0
2,d,10000000,9998244,3162,1e-06,2500,2330,2500,648,11,1,7128,1357,1837,0
2,d,10000000,9998244,3162,1e-06,2500,2331,2500,647,11,1,7117,1982,1837,0
2,d,10000000,9998244,3162,1e-06,2500,2332,2500,3170,15,1,47550,-3,1837,0
2,d,10000000,9998244,3162,1e-06,2500,2333,2500,647,11,1,7117,77,1841,0
2,d,10000000,9998244,3162,1e-06,2500,2334,2500,633,11,1,6963,702,1841,0
2,d,10000000,9998244,3162,1e-06,2500,2335,2500,615,11,1,6765,1325,1841,0
2,d,10000000,9998244,3162,1e-06,2500,2336,2500,664,11,1,7304,1917,1841,0
2,d,10000000,9998244,3162,1e-06,2500,2337,2500,3170,15,1,47550,-3,1841,0
2,d,10000000,9998244,3162,1e-06,2500,2338,2500,648,11,1,7128,13,1845,0
2,d,10000000,9998244,3162,1e-06,2500,2339,2500,658,11,1,7238,638,1845,0
2,d,10000000,9998244,3162,1e-06,2500,2340,2500,645,11,1,7095,1277,1845,0
2,d,10000000,9998244,3162,1e-06,2500,2341,2500,647,11,1,7117,1901,1845,0
2,d,10000000,9998244,3162,1e-06,2500,2342,2500,626,11,1,6886,2526,1845,0
2,d,10000000,9998244,3162,1e-06,2500,2343,2500,3170,15,1,47550,-3,1845,0
2,d,10000000,9998244,3162,1e-06,2500,2344,2500,664,11,1,7304,605,1849,0
2,d,10000000,9998244,3162,1e-06,2500,2345,2500,632,11,1,6952,1245,1849,0
2,d,10000000,9998244,3162,1e-06,2500,2346,2500,663,11,1,7293,1853,1849,0
2,d,10000000,9998244,3162,1e-06,2500,2347,2500,647,11,1,7117,2493,1849,0
2,d,10000000,9998244,3162,1e-06,2500,2348,2500,3170,15,1,47550,-3,1849,0
