dim,prec,M,N_total,N_per_dim,tol,max_sp,subprob,npts,size1,size2,size3,cells,off1,off2,off3
2,d,10000000,9998244,3162,1e-06,2500,1054,2500,664,11,1,7304,861,829,0
2,d,10000000,9998244,3162,1e-06,2500,1055,2500,631,11,1,6941,1502,829,0
2,d,10000000,9998244,3162,1e-06,2500,1056,2500,647,11,1,7117,2110,829,0
2,d,10000000,9998244,3162,1e-06,2500,1057,2500,3170,15,1,47550,-3,829,0
2,d,10000000,9998244,3162,1e-06,2500,1058,2500,644,11,1,7084,205,833,0
2,d,10000000,9998244,3162,1e-06,2500,1059,2500,648,11,1,7128,829,833,0
2,d,10000000,9998244,3162,1e-06,2500,1060,2500,663,11,1,7293,1453,833,0
2,d,10000000,9998244,3162,1e-06,2500,1061,2500,632,11,1,6952,2093,833,0
2,d,10000000,9998244,3162,1e-06,2500,1062,2500,3169,15,1,47535,-2,833,0
2,d,10000000,9998244,3162,1e-06,2500,1063,2500,648,11,1,7128,157,837,0
2,d,10000000,9998244,3162,1e-06,2500,1064,2500,655,11,1,7205,782,837,0
2,d,10000000,9998244,3162,1e-06,2500,1065,2500,648,11,1,7128,1421,837,0
2,d,10000000,9998244,3162,1e-06,2500,1066,2500,647,11,1,7117,2045,837,0
2,d,10000000,9998244,3162,1e-06,2500,1067,2500,3170,15,1,47550,-3,837,0
2,d,10000000,9998244,3162,1e-06,2500,1068,2500,632,11,1,6952,125,841,0
2,d,10000000,9998244,3162,1e-06,2500,1069,2500,647,11,1,7117,733,841,0
2,d,10000000,9998244,3162,1e-06,2500,1070,2500,648,11,1,7128,1357,841,0
2,d,10000000,9998244,3162,1e-06,2500,1071,2500,632,11,1,6952,1997,841,0
2,d,10000000,9998244,3162,1e-06,2500,1072,2500,3170,15,1,47550,-3,841,0
2,d,10000000,9998244,3162,1e-06,2500,1073,2500,647,11,1,7117,62,845,0
2,d,10000000,9998244,3162,1e-06,2500,1074,2500,662,11,1,7282,687,845,0
2,d,10000000,9998244,3162,1e-06,2500,1075,2500,663,11,1,7293,1325,845,0
2,d,10000000,9998244,3162,1e-06,2500,1076,2500,663,11,1,7293,1965,845,0
2,d,10000000,9998244,3162,1e-06,2500,1077,2500,3170,15,1,47550,-3,845,0
2,d,10000000,9998244,3162,1e-06,2500,1078,2500,647,11,1,7117,77,849,0
2,d,10000000,9998244,3162,1e-06,2500,1079,2500,632,11,1,6952,701,849,0
2,d,10000000,9998244,3162,1e-06,2500,1080,2500,663,11,1,7293,1309,849,0
2,d,10000000,9998244,3162,1e-06,2500,1081,2500,664,11,1,7304,1949,849,0
2,d,10000000,9998244,3162,1e-06,2500,1082,2500,3170,15,1,47550,-3,849,0
2,d,10000000,9998244,3162,1e-06,2500,1083,2500,648,11,1,7128,61,853,0
2,d,10000000,9998244,3162,1e-06,2500,1084,2500,638,11,1,7018,694,853,0
2,d,10000000,9998244,3162,1e-06,2500,1085,2500,646,11,1,7106,1310,853,0
2,d,10000000,9998244,3162,1e-06,2500,1086,2500,646,11,1,7106,1934,853,0
2,d,10000000,9998244,3162,1e-06,2500,1087,2500,3170,15,1,47550,-3,853,0
2,d,10000000,9998244,3162,1e-06,2500,1088,2500,648,11,1,7128,13,857,0
2,d,10000000,9998244,3162,1e-06,2500,1089,2500,659,11,1,7249,637,857,0
2,d,10000000,9998244,3162,1e-06,2500,1090,2500,648,11,1,7128,1277,857,0
2,d,10000000,9998244,3162,1e-06,2500,1091,2500,645,11,1,7095,1902,857,0
2,d,10000000,9998244,3162,1e-06,2500,1092,2500,632,11,1,6952,2525,857,0
2,d,10000000,9998244,3162,1e-06,2500,1093,2500,3170,15,1,47550,-3,857,0
2,d,10000000,9998244,3162,1e-06,2500,1094,2500,647,11,1,7117,606,861,0
2,d,10000000,9998244,3162,1e-06,2500,1095,2500,664,11,1,7304,1229,861,0
2,d,10000000,9998244,3162,1e-06,2500,1096,2500,648,11,1,7128,1869,861,0
2,d,10000000,9998244,3162,1e-06,2500,1097,2500,661,11,1,7271,2493,861,0
2,d,10000000,9998244,3162,1e-06,2500,1098,2500,3170,15,1,47550,-3,861,0
2,d,10000000,9998244,3162,1e-06,2500,1099,2500,661,11,1,7271,591,865,0
2,d,10000000,9998244,3162,1e-06,2500,1100,2500,642,11,1,7062,1229,865,0
2,d,10000000,9998244,3162,1e-06,2500,1101,2500,646,11,1,7106,1853,865,0
2,d,10000000,9998244,3162,1e-06,2500,1102,2500,631,11,1,6941,2477,865,0
2,d,10000000,9998244,3162,1e-06,2500,1103,2500,3169,15,1,47535,-3,865,0
2,d,10000000,9998244,3162,1e-06,2500,1104,2500,648,11,1,7128,541,869,0
2,d,10000000,9998244,3162,1e-06,2500,1105,2500,646,11,1,7106,1167,869,0
2,d,10000000,9998244,3162,1e-06,2500,1106,2500,629,11,1,6919,1790,869,0
2,d,10000000,9998244,3162,1e-06,2500,1107,2500,632,11,1,6952,2397,869,0
2,d,10000000,9998244,3162,1e-06,2500,1108,2500,3170,15,1,47550,-3,869,0
2,d,10000000,9998244,3162,1e-06,2500,1109,2500,662,11,1,7282,461,873,0
2,d,10000000,9998244,3162,1e-06,2500,1110,2500,647,11,1,7117,1101,873,0
2,d,10000000,9998244,3162,1e-06,2500,1111,2500,648,11,1,7128,1725,873,0
2,d,10000000,9998244,3162,1e-06,2500,1112,2500,631,11,1,6941,2349,873,0
2,d,10000000,9998244,3162,1e-06,2500,1113,2500,3170,15,1,47550,-3,873,0
2,d,10000000,9998244,3162,1e-06,2500,1114,2500,648,11,1,7128,413,877,0
2,d,10000000,9998244,3162,1e-06,2500,1115,2500,632,11,1,6952,1037,877,0
2,d,10000000,9998244,3162,1e-06,2500,1116,2500,645,11,1,7095,1646,877,0
2,d,10000000,9998244,3162,1e-06,2500,1117,2500,646,11,1,7106,2271,877,0
2,d,10000000,9998244,3162,1e-06,2500,1118,2500,3170,15,1,47550,-3,877,0
2,d,10000000,9998244,3162,1e-06,2500,1119,2500,632,11,1,6952,365,881,0
2,d,10000000,9998244,3162,1e-06,2500,1120,2500,644,11,1,7084,977,881,0
2,d,10000000,9998244,3162,1e-06,2500,1121,2500,648,11,1,7128,1597,881,0
2,d,10000000,9998244,3162,1e-06,2500,1122,2500,647,11,1,7117,2222,881,0
2,d,10000000,9998244,3162,1e-06,2500,1123,2500,3169,15,1,47535,-3,881,0
2,d,10000000,9998244,3162,1e-06,2500,1124,2500,645,11,1,7095,303,885,0
2,d,10000000,9998244,3162,1e-06,2500,1125,2500,631,11,1,6941,925,885,0
2,d,10000000,9998244,3162,1e-06,2500,1126,2500,645,11,1,7095,1536,885,0
2,d,10000000,9998244,3162,1e-06,2500,1127,2500,632,11,1,6952,2157,885,0
2,d,10000000,9998244,3162,1e-06,2500,1128,2500,3170,15,1,47550,-3,885,0
2,d,10000000,9998244,3162,1e-06,2500,1129,2500,631,11,1,6941,222,889,0
2,d,10000000,9998244,3162,1e-06,2500,1130,2500,664,11,1,7304,829,889,0
2,d,10000000,9998244,3162,1e-06,2500,1131,2500,647,11,1,7117,1469,889,0
2,d,10000000,9998244,3162,1e-06,2500,1132,2500,647,11,1,7117,2094,889,0
2,d,10000000,9998244,3162,1e-06,2500,1133,2500,3170,15,1,47550,-3,889,0
2,d,10000000,9998244,3162,1e-06,2500,1134,2500,646,11,1,7106,190,893,0
2,d,10000000,9998244,3162,1e-06,2500,1135,2500,648,11,1,7128,813,893,0
2,d,10000000,9998244,3162,1e-06,2500,1136,2500,647,11,1,7117,1437,893,0
2,d,10000000,9998244,3162,1e-06,2500,1137,2500,646,11,1,7106,2062,893,0
2,d,10000000,9998244,3162,1e-06,2500,1138,2500,3170,15,1,47550,-3,893,0
2,d,10000000,9998244,3162,1e-06,2500,1139,2500,647,11,1,7117,141,897,0
2,d,10000000,9998244,3162,1e-06,2500,1140,2500,647,11,1,7117,766,897,0
2,d,10000000,9998244,3162,1e-06,2500,1141,2500,648,11,1,7128,1405,897,0
2,d,10000000,9998244,3162,1e-06,2500,1142,2500,631,11,1,6941,2030,897,0
2,d,10000000,9998244,3162,1e-06,2500,1143,2500,3170,15,1,47550,-3,897,0
2,d,10000000,9998244,3162,1e-06,2500,1144,2500,642,11,1,7062,97,901,0
2,d,10000000,9998244,3162,1e-06,2500,1145,2500,648,11,1,7128,717,901,0
2,d,10000000,9998244,3162,1e-06,2500,1146,2500,647,11,1,7117,1341,901,0
2,d,10000000,9998244,3162,1e-06,2500,1147,2500,632,11,1,6952,1965,901,0
2,d,10000000,9998244,3162,1e-06,2500,1148,2500,3170,15,1,47550,-3,901,0
2,d,10000000,9998244,3162,1e-06,2500,1149,2500,648,11,1,7128,45,905,0
2,d,10000000,9998244,3162,1e-06,2500,1150,2500,632,11,1,6952,669,905,0
2,d,10000000,9998244,3162,1e-06,2500,1151,2500,645,11,1,7095,1278,905,0
2,d,10000000,9998244,3162,1e-06,2500,1152,2500,648,11,1,7128,1901,905,0
2,d,10000000,9998244,3162,1e-06,2500,1153,2500,3169,15,1,47535,-2,905,0
2,d,10000000,9998244,3162,1e-06,2500,1154,2500,645,11,1,7095,14,909,0
2,d,10000000,9998244,3162,1e-06,2500,1155,2500,648,11,1,7128,637,909,0
2,d,10000000,9998244,3162,1e-06,2500,1156,2500,647,11,1,7117,1262,909,0
2,d,10000000,9998244,3162,1e-06,2500,1157,2500,632,11,1,6952,1901,909,0
2,d,10000000,9998244,3162,1e-06,2500,1158,2500,657,11,1,7227,2510,909,0
2,d,10000000,9998244,3162,1e-06,2500,1159,2500,3169,15,1,47535,-3,909,0
2,d,10000000,9998244,3162,1e-06,2500,1160,2500,678,11,1,7458,606,913,0
2,d,10000000,9998244,3162,1e-06,2500,1161,2500,647,11,1,7117,1261,913,0
2,d,10000000,9998244,3162,1e-06,2500,1162,2500,631,11,1,6941,1886,913,0
2,d,10000000,9998244,3162,1e-06,2500,1163,2500,647,11,1,7117,2494,913,0
2,d,10000000,9998244,3162,1e-06,2500,1164,2500,3170,15,1,47550,-3,913,0
2,d,10000000,9998244,3162,1e-06,2500,1165,2500,631,11,1,6941,589,917,0
2,d,10000000,9998244,3162,1e-06,2500,1166,2500,648,11,1,7128,1197,917,0
2,d,10000000,9998244,3162,1e-06,2500,1167,2500,645,11,1,7095,1823,917,0
2,d,10000000,9998244,3162,1e-06,2500,1168,2500,637,11,1,7007,2445,917,0
2,d,10000000,9998244,3162,1e-06,2500,1169,2500,3170,15,1,47550,-3,917,0
2,d,10000000,9998244,3162,1e-06,2500,1170,2500,647,11,1,7117,526,921,0
2,d,10000000,9998244,3162,1e-06,2500,1171,2500,632,11,1,6952,1149,921,0
2,d,10000000,9998244,3162,1e-06,2500,1172,2500,647,11,1,7117,1758,921,0
2,d,10000000,9998244,3162,1e-06,2500,1173,2500,664,11,1,7304,2381,921,0
2,d,10000000,9998244,3162,1e-06,2500,1174,2500,3170,15,1,47550,-3,921,0
2,d,10000000,9998244,3162,1e-06,2500,1175,2500,662,11,1,7282,477,925,0
2,d,10000000,9998244,3162,1e-06,2500,1176,2500,632,11,1,6952,1117,925,0
2,d,10000000,9998244,3162,1e-06,2500,1177,2500,664,11,1,7304,1725,925,0
2,d,10000000,9998244,3162,1e-06,2500,1178,2500,646,11,1,7106,2366,925,0
2,d,10000000,9998244,3162,1e-06,2500,1179,2500,3170,15,1,47550,-3,925,0
2,d,10000000,9998244,3162,1e-06,2500,1180,2500,646,11,1,7106,462,929,0
2,d,10000000,9998244,3162,1e-06,2500,1181,2500,648,11,1,7128,1085,929,0
2,d,10000000,9998244,3162,1e-06,2500,1182,2500,625,11,1,6875,1716,929,0
2,d,10000000,9998244,3162,1e-06,2500,1183,2500,663,11,1,7293,2318,929,0
2,d,10000000,9998244,3162,1e-06,2500,1184,2500,3170,15,1,47550,-3,929,0
2,d,10000000,9998244,3162,1e-06,2500,1185,2500,631,11,1,6941,413,933,0
2,d,10000000,9998244,3162,1e-06,2500,1186,2500,647,11,1,7117,1021,933,0
2,d,10000000,9998244,3162,1e-06,2500,1187,2500,661,11,1,7271,1645,933,0
2,d,10000000,9998244,3162,1e-06,2500,1188,2500,647,11,1,7117,2285,933,0
2,d,10000000,9998244,3162,1e-06,2500,1189,2500,3169,15,1,47535,-3,933,0
2,d,10000000,9998244,3162,1e-06,2500,1190,2500,646,11,1,7106,382,937,0
2,d,10000000,9998244,3162,1e-06,2500,1191,2500,672,11,1,7392,1013,937,0
2,d,10000000,9998244,3162,1e-06,2500,1192,2500,663,11,1,7293,1661,937,0
2,d,10000000,9998244,3162,1e-06,2500,1193,2500,648,11,1,7128,2301,937,0
2,d,10000000,9998244,3162,1e-06,2500,1194,2500,3170,15,1,47550,-3,937,0
2,d,10000000,9998244,3162,1e-06,2500,1195,2500,663,11,1,7293,398,941,0
2,d,10000000,9998244,3162,1e-06,2500,1196,2500,616,11,1,6776,1037,941,0
2,d,10000000,9998244,3162,1e-06,2500,1197,2500,631,11,1,6941,1630,941,0
2,d,10000000,9998244,3162,1e-06,2500,1198,2500,646,11,1,7106,2239,941,0
2,d,10000000,9998244,3162,1e-06,2500,1199,2500,3170,15,1,47550,-3,941,0
2,d,10000000,9998244,3162,1e-06,2500,1200,2500,631,11,1,6941,333,945,0
2,d,10000000,9998244,3162,1e-06,2500,1201,2500,662,11,1,7282,943,945,0
2,d,10000000,9998244,3162,1e-06,2500,1202,2500,647,11,1,7117,1581,945,0
2,d,10000000,9998244,3162,1e-06,2500,1203,2500,647,11,1,7117,2205,945,0
2,d,10000000,9998244,3162,1e-06,2500,1204,2500,3170,15,1,47550,-3,945,0
2,d,10000000,9998244,3162,1e-06,2500,1205,2500,632,11,1,6952,285,949,0
2,d,10000000,9998244,3162,1e-06,2500,1206,2500,662,11,1,7282,894,949,0
2,d,10000000,9998244,3162,1e-06,2500,1207,2500,630,11,1,6930,1534,949,0
2,d,10000000,9998244,3162,1e-06,2500,1208,2500,646,11,1,7106,2141,949,0
2,d,10000000,9998244,3162,1e-06,2500,1209,2500,3170,15,1,47550,-3,949,0
2,d,10000000,9998244,3162,1e-06,2500,1210,2500,661,11,1,7271,208,953,0
2,d,10000000,9998244,3162,1e-06,2500,1211,2500,644,11,1,7084,849,953,0
2,d,10000000,9998244,3162,1e-06,2500,1212,2500,647,11,1,7117,1470,953,0
2,d,10000000,9998244,3162,1e-06,2500,1213,2500,646,11,1,7106,2095,953,0
2,d,10000000,9998244,3162,1e-06,2500,1214,2500,3170,15,1,47550,-3,953,0
2,d,10000000,9998244,3162,1e-06,2500,1215,2500,647,11,1,7117,206,957,0
2,d,10000000,9998244,3162,1e-06,2500,1216,2500,648,11,1,7128,829,957,0
2,d,10000000,9998244,3162,1e-06,2500,1217,2500,648,11,1,7128,1453,957,0
2,d,10000000,9998244,3162,1e-06,2500,1218,2500,630,11,1,6930,2079,957,0
2,d,10000000,9998244,3162,1e-06,2500,1219,2500,3169,15,1,47535,-2,957,0
2,d,10000000,9998244,3162,1e-06,2500,1220,2500,646,11,1,7106,141,961,0
2,d,10000000,9998244,3162,1e-06,2500,1221,2500,632,11,1,6952,765,961,0
2,d,10000000,9998244,3162,1e-06,2500,1222,2500,662,11,1,7282,1374,961,0
2,d,10000000,9998244,3162,1e-06,2500,1223,2500,648,11,1,7128,2013,961,0
2,d,10000000,9998244,3162,1e-06,2500,1224,2500,3169,15,1,47535,-3,961,0
2,d,10000000,9998244,3162,1e-06,2500,1225,2500,647,11,1,7117,94,965,0
2,d,10000000,9998244,3162,1e-06,2500,1226,2500,647,11,1,7117,718,965,0
2,d,10000000,9998244,3162,1e-06,2500,1227,2500,664,11,1,7304,1341,965,0
2,d,10000000,9998244,3162,1e-06,2500,1228,2500,647,11,1,7117,1981,965,0
2,d,10000000,9998244,3162,1e-06,2500,1229,2500,3170,15,1,47550,-3,965,0
2,d,10000000,9998244,3162,1e-06,2500,1230,2500,648,11,1,7128,77,969,0
2,d,10000000,9998244,3162,1e-06,2500,1231,2500,663,11,1,7293,702,969,0
2,d,10000000,9998244,3162,1e-06,2500,1232,2500,660,11,1,7260,1342,969,0
2,d,10000000,9998244,3162,1e-06,2500,1233,2500,647,11,1,7117,1981,969,0
2,d,10000000,9998244,3162,1e-06,2500,1234,2500,3170,15,1,47550,-3,969,0
2,d,10000000,9998244,3162,1e-06,2500,1235,2500,647,11,1,7117,62,973,0
2,d,10000000,9998244,3162,1e-06,2500,1236,2500,647,11,1,7117,686,973,0
2,d,10000000,9998244,3162,1e-06,2500,1237,2500,677,11,1,7447,1310,973,0
2,d,10000000,9998244,3162,1e-06,2500,1238,2500,663,11,1,7293,1965,973,0
2,d,10000000,9998244,3162,1e-06,2500,1239,2500,3170,15,1,47550,-3,973,0
2,d,10000000,9998244,3162,1e-06,2500,1240,2500,631,11,1,6941,62,977,0
2,d,10000000,9998244,3162,1e-06,2500,1241,2500,645,11,1,7095,670,977,0
2,d,10000000,9998244,3162,1e-06,2500,1242,2500,632,11,1,6952,1293,977,0
2,d,10000000,9998244,3162,1e-06,2500,1243,2500,648,11,1,7128,1901,977,0
2,d,10000000,9998244,3162,1e-06,2500,1244,2500,3169,15,1,47535,-2,977,0
2,d,10000000,9998244,3162,1e-06,2500,1245,2500,662,11,1,7282,-1,981,0
2,d,10000000,9998244,3162,1e-06,2500,1246,2500,647,11,1,7117,638,981,0
2,d,10000000,9998244,3162,1e-06,2500,1247,2500,680,11,1,7480,1261,981,0
2,d,10000000,9998244,3162,1e-06,2500,1248,2500,643,11,1,7073,1917,981,0
2,d,10000000,9998244,3162,1e-06,2500,1249,2500,3170,15,1,47550,-3,981,0
2,d,10000000,9998244,3162,1e-06,2500,1250,2500,632,11,1,6952,13,985,0
2,d,10000000,9998244,3162,1e-06,2500,1251,2500,648,11,1,7128,621,985,0
2,d,10000000,9998244,3162,1e-06,2500,1252,2500,663,11,1,7293,1246,985,0
2,d,10000000,9998244,3162,1e-06,2500,1253,2500,643,11,1,7073,1890,985,0
2,d,10000000,9998244,3162,1e-06,2500,1254,2500,655,11,1,7205,2509,985,0
2,d,10000000,9998244,3162,1e-06,2500,1255,2500,3169,15,1,47535,-2,985,0
2,d,10000000,9998244,3162,1e-06,2500,1256,2500,647,11,1,7117,606,989,0
2,d,10000000,9998244,3162,1e-06,2500,1257,2500,632,11,1,6952,1229,989,0
2,d,10000000,9998244,3162,1e-06,2500,1258,2500,647,11,1,7117,1838,989,0
2,d,10000000,9998244,3162,1e-06,2500,1259,2500,647,11,1,7117,2462,989,0
2,d,10000000,9998244,3162,1e-06,2500,1260,2500,3169,15,1,47535,-3,989,0
2,d,10000000,9998244,3162,1e-06,2500,1261,2500,663,11,1,7293,541,993,0
2,d,10000000,9998244,3162,1e-06,2500,1262,2500,664,11,1,7304,1181,993,0
2,d,10000000,9998244,3162,1e-06,2500,1263,2500,648,11,1,7128,1821,993,0
2,d,10000000,9998244,3162,1e-06,2500,1264,2500,648,11,1,7128,2445,993,0
2,d,10000000,9998244,3162,1e-06,2500,1265,2500,3170,15,1,47550,-3,993,0
2,d,10000000,9998244,3162,1e-06,2500,1266,2500,659,11,1,7249,527,997,0
2,d,10000000,9998244,3162,1e-06,2500,1267,2500,631,11,1,6941,1165,997,0
2,d,10000000,9998244,3162,1e-06,2500,1268,2500,648,11,1,7128,1773,997,0
2,d,10000000,9998244,3162,1e-06,2500,1269,2500,632,11,1,6952,2397,997,0
2,d,10000000,9998244,3162,1e-06,2500,1270,2500,3170,15,1,47550,-3,997,0
2,d,10000000,9998244,3162,1e-06,2500,1271,2500,631,11,1,6941,493,1001,0
2,d,10000000,9998244,3162,1e-06,2500,1272,2500,646,11,1,7106,1103,1001,0
2,d,10000000,9998244,3162,1e-06,2500,1273,2500,631,11,1,6941,1725,1001,0
2,d,10000000,9998244,3162,1e-06,2500,1274,2500,663,11,1,7293,2333,1001,0
2,d,10000000,9998244,3162,1e-06,2500,1275,2500,3170,15,1,47550,-3,1001,0
2,d,10000000,9998244,3162,1e-06,2500,1276,2500,648,11,1,7128,413,1005,0
2,d,10000000,9998244,3162,1e-06,2500,1277,2500,647,11,1,7117,1037,1005,0
2,d,10000000,9998244,3162,1e-06,2500,1278,2500,664,11,1,7304,1661,1005,0
2,d,10000000,9998244,3162,1e-06,2500,1279,2500,663,11,1,7293,2301,1005,0
2,d,10000000,9998244,3162,1e-06,2500,1280,2500,3170,15,1,47550,-3,1005,0
2,d,10000000,9998244,3162,1e-06,2500,1281,2500,641,11,1,7051,418,1009,0
2,d,10000000,9998244,3162,1e-06,2500,1282,2500,632,11,1,6952,1037,1009,0
2,d,10000000,9998244,3162,1e-06,2500,1283,2500,648,11,1,7128,1645,1009,0
2,d,10000000,9998244,3162,1e-06,2500,1284,2500,647,11,1,7117,2270,1009,0
2,d,10000000,9998244,3162,1e-06,2500,1285,2500,3169,15,1,47535,-3,1009,0
2,d,10000000,9998244,3162,1e-06,2500,1286,2500,648,11,1,7128,365,1013,0
2,d,10000000,9998244,3162,1e-06,2500,1287,2500,646,11,1,7106,990,1013,0
2,d,10000000,9998244,3162,1e-06,2500,1288,2500,664,11,1,7304,1613,1013,0
2,d,10000000,9998244,3162,1e-06,2500,1289,2500,646,11,1,7106,2253,1013,0
2,d,10000000,9998244,3162,1e-06,2500,1290,2500,3170,15,1,47550,-3,1013,0
2,d,10000000,9998244,3162,1e-06,2500,1291,2500,662,11,1,7282,334,1017,0
2,d,10000000,9998244,3162,1e-06,2500,1292,2500,632,11,1,6952,973,1017,0
2,d,10000000,9998244,3162,1e-06,2500,1293,2500,631,11,1,6941,1582,1017,0
2,d,10000000,9998244,3162,1e-06,2500,1294,2500,661,11,1,7271,2190,1017,0
2,d,10000000,9998244,3162,1e-06,2500,1295,2500,3170,15,1,47550,-3,1017,0
2,d,10000000,9998244,3162,1e-06,2500,1296,2500,648,11,1,7128,285,1021,0
2,d,10000000,9998244,3162,1e-06,2500,1297,2500,642,11,1,7062,909,1021,0
2,d,10000000,9998244,3162,1e-06,2500,1298,2500,647,11,1,7117,1533,1021,0
2,d,10000000,9998244,3162,1e-06,2500,1299,2500,646,11,1,7106,2158,1021,0
2,d,10000000,9998244,3162,1e-06,2500,1300,2500,3170,15,1,47550,-3,1021,0
2,d,10000000,9998244,3162,1e-06,2500,1301,2500,647,11,1,7117,254,1025,0
2,d,10000000,9998244,3162,1e-06,2500,1302,2500,647,11,1,7117,878,1025,0
2,d,10000000,9998244,3162,1e-06,2500,1303,2500,646,11,1,7106,1502,1025,0
2,d,10000000,9998244,3162,1e-06,2500,1304,2500,662,11,1,7282,2126,1025,0
2,d,10000000,9998244,3162,1e-06,2500,1305,2500,3170,15,1,47550,-3,1025,0
2,d,10000000,9998244,3162,1e-06,2500,1306,2500,661,11,1,7271,221,1029,0
2,d,10000000,9998244,3162,1e-06,2500,1307,2500,646,11,1,7106,861,1029,0
2,d,10000000,9998244,3162,1e-06,2500,1308,2500,645,11,1,7095,1485,1029,0
2,d,10000000,9998244,3162,1e-06,2500,1309,2500,632,11,1,6952,2109,1029,0
2,d,10000000,9998244,3162,1e-06,2500,1310,2500,3169,15,1,47535,-2,1029,0
2,d,10000000,9998244,3162,1e-06,2500,1311,2500,628,11,1,6908,190,1033,0
2,d,10000000,9998244,3162,1e-06,2500,1312,2500,632,11,1,6952,797,1033,0
2,d,10000000,9998244,3162,1e-06,2500,1313,2500,647,11,1,7117,1406,1033,0
2,d,10000000,9998244,3162,1e-06,2500,1314,2500,661,11,1,7271,2031,1033,0
2,d,10000000,9998244,3162,1e-06,2500,1315,2500,3170,15,1,47550,-3,1033,0
2,d,10000000,9998244,3162,1e-06,2500,1316,2500,648,11,1,7128,125,1037,0
2,d,10000000,9998244,3162,1e-06,2500,1317,2500,647,11,1,7117,750,1037,0
2,d,10000000,9998244,3162,1e-06,2500,1318,2500,679,11,1,7469,1373,1037,0
2,d,10000000,9998244,3162,1e-06,2500,1319,2500,648,11,1,7128,2029,1037,0
2,d,10000000,9998244,3162,1e-06,2500,1320,2500,3170,15,1,47550,-3,1037,0
2,d,10000000,9998244,3162,1e-06,2500,1321,2500,638,11,1,7018,125,1041,0
2,d,10000000,9998244,3162,1e-06,2500,1322,2500,632,11,1,6952,749,1041,0
2,d,10000000,9998244,3162,1e-06,2500,1323,2500,647,11,1,7117,1358,1041,0
2,d,10000000,9998244,3162,1e-06,2500,1324,2500,662,11,1,7282,1981,1041,0
2,d,10000000,9998244,3162,1e-06,2500,1325,2500,3170,15,1,47550,-3,1041,0
2,d,10000000,9998244,3162,1e-06,2500,1326,2500,663,11,1,7293,77,1045,0
2,d,10000000,9998244,3162,1e-06,2500,1327,2500,644,11,1,7084,718,1045,0
2,d,10000000,9998244,3162,1e-06,2500,1328,2500,647,11,1,7117,1341,1045,0
2,d,10000000,9998244,3162,1e-06,2500,1329,2500,647,11,1,7117,1965,1045,0
2,d,10000000,9998244,3162,1e-06,2500,1330,2500,3170,15,1,47550,-3,1045,0
2,d,10000000,9998244,3162,1e-06,2500,1331,2500,648,11,1,7128,61,1049,0
2,d,10000000,9998244,3162,1e-06,2500,1332,2500,643,11,1,7073,689,1049,0
2,d,10000000,9998244,3162,1e-06,2500,1333,2500,663,11,1,7293,1309,1049,0
2,d,10000000,9998244,3162,1e-06,2500,1334,2500,646,11,1,7106,1951,1049,0
2,d,10000000,9998244,3162,1e-06,2500,1335,2500,3170,15,1,47550,-3,1049,0
2,d,10000000,9998244,3162,1e-06,2500,1336,2500,646,11,1,7106,30,1053,0
2,d,10000000,9998244,3162,1e-06,2500,1337,2500,641,11,1,7051,656,1053,0
2,d,10000000,9998244,3162,1e-06,2500,1338,2500,647,11,1,7117,1278,1053,0
2,d,10000000,9998244,3162,1e-06,2500,1339,2500,658,11,1,7238,1903,1053,0
2,d,10000000,9998244,3162,1e-06,2500,1340,2500,625,11,1,6875,2542,1053,0
2,d,10000000,9998244,3162,1e-06,2500,1341,2500,3169,15,1,47535,-3,1053,0
2,d,10000000,9998244,3162,1e-06,2500,1342,2500,648,11,1,7128,621,1057,0
2,d,10000000,9998244,3162,1e-06,2500,1343,2500,647,11,1,7117,1246,1057,0
2,d,10000000,9998244,3162,1e-06,2500,1344,2500,663,11,1,7293,1870,1057,0
2,d,10000000,9998244,3162,1e-06,2500,1345,2500,648,11,1,7128,2509,1057,0
2,d,10000000,9998244,3162,1e-06,2500,1346,2500,3170,15,1,47550,-3,1057,0
2,d,10000000,9998244,3162,1e-06,2500,1347,2500,648,11,1,7128,605,1061,0
2,d,10000000,9998244,3162,1e-06,2500,1348,2500,647,11,1,7117,1230,1061,0
2,d,10000000,9998244,3162,1e-06,2500,1349,2500,647,11,1,7117,1853,1061,0
2,d,10000000,9998244,3162,1e-06,2500,1350,2500,648,11,1,7128,2477,1061,0
2,d,10000000,9998244,3162,1e-06,2500,1351,2500,3170,15,1,47550,-3,1061,0
2,d,10000000,9998244,3162,1e-06,2500,1352,2500,648,11,1,7128,573,1065,0
2,d,10000000,9998244,3162,1e-06,2500,1353,2500,663,11,1,7293,1198,1065,0
2,d,10000000,9998244,3162,1e-06,2500,1354,2500,631,11,1,6941,1838,1065,0
2,d,10000000,9998244,3162,1e-06,2500,1355,2500,648,11,1,7128,2445,1065,0
2,d,10000000,9998244,3162,1e-06,2500,1356,2500,3170,15,1,47550,-3,1065,0
2,d,10000000,9998244,3162,1e-06,2500,1357,2500,644,11,1,7084,513,1069,0
2,d,10000000,9998244,3162,1e-06,2500,1358,2500,648,11,1,7128,1133,1069,0
2,d,10000000,9998244,3162,1e-06,2500,1359,2500,632,11,1,6952,1757,1069,0
2,d,10000000,9998244,3162,1e-06,2500,1360,2500,664,11,1,7304,2365,1069,0
2,d,10000000,9998244,3162,1e-06,2500,1361,2500,3169,15,1,47535,-3,1069,0
