configuration,prec,dim,size,density,tol,upsampfac,complexity,cpu_time_ns,real_time_ns,time_unit
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.5,1600000000.0,412107764.5,413171013.50068694,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.55,640000000.0,334249424.6250003,335144492.99946135,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.6,640000000.0,334100348.12499934,334964458.250397,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.65,640000000.0,334173587.125,335069028.50058395,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.7,640000000.0,333971555.8750003,334840953.49922425,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.75,640000000.0,334603892.50000054,335489690.2492328,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.8,640000000.0,333994964.875,334875369.9992812,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.85,640000000.0,334171357.6250003,335007544.75062424,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.9,640000000.0,334256135.875,335129619.75065994,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,1.9500000000000002,640000000.0,334135275.12499994,334976703.8744176,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,0.001,2.0,640000000.0,334270524.49999994,335124992.0015107,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.25,4800000000.0,659711599.25,661245681.99848,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.3,4800000000.0,657875830.0,659403531.375574,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.35,4320000000.0,582124335.7500001,583540353.1236807,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.4,4320000000.0,581656055.3749999,582998546.0004536,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.45,4320000000.0,582724335.3749995,584134444.4997958,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.5,2560000000.0,495968777.74999994,497179519.4996957,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.55,2560000000.0,496442261.24999946,497666923.1255073,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.6,2560000000.0,496002194.8749995,497211455.3747815,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.65,2560000000.0,496178842.3750004,497445732.62432826,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.7,2560000000.0,496247008.3750006,497467803.99982524,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.75,2560000000.0,496549934.49999994,497783076.6238185,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.8,2240000000.0,451576763.0000003,452709124.87467283,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.85,2240000000.0,453716202.1250003,454861488.87357557,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.9,2240000000.0,452034342.2499984,453196536.00017774,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,1.9500000000000002,2240000000.0,451655566.7500004,452775093.1247283,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-06,2.0,2240000000.0,451782169.7500004,452932175.12517005,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.25,8960000000.0,999136197.2500001,1001240231.1240294,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.3,8320000000.0,982906432.3749996,984974336.0009598,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.35,5760000000.0,826087190.375,827921957.3760202,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.4,5760000000.0,825268889.5000002,827013960.7502643,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.45,5280000000.0,649442300.7499996,650927503.1239667,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.5,5280000000.0,648938141.625,650402211.7496789,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.55,5280000000.0,649332526.5000002,650806887.6246397,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.6,4800000000.0,666441615.5000001,667937374.4991608,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.65,4800000000.0,666414197.3749995,667937802.8748033,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.7,4800000000.0,666359175.2500011,667982022.7509481,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.75,4800000000.0,667047493.7499993,668642617.1254425,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.8,4800000000.0,667024833.7499985,668521675.2503039,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.85,4800000000.0,666495729.9999994,668002045.6260536,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.9,4320000000.0,586465929.2500001,587897632.8749559,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,1.9500000000000002,4320000000.0,586293624.7500006,587685956.3759353,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-08,2.0,4320000000.0,586371441.8750004,587748521.8752553,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.25,11560000000.0,1114558163.3750002,1116866965.7490683,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.3,10240000000.0,1115512322.0000002,1117871102.6241217,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.35,9600000000.0,1097072764.375,1099334166.3743196,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.4,8960000000.0,998112504.9999999,1000199724.248887,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.45,8960000000.0,992666495.1249995,994794228.6253238,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.5,8320000000.0,979265461.3750002,981316864.2504025,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.55,8320000000.0,979606219.75,981664647.37551,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.6,8320000000.0,979357790.3750013,981372708.8749146,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.65,5760000000.0,823482059.749999,825313557.2504107,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.7,5760000000.0,823331921.9999995,825129486.6240642,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.75,5760000000.0,823658759.0000006,825401079.6263174,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.8,5760000000.0,823583221.1250002,825360060.8750275,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.85,5760000000.0,823487263.5000006,825245349.749821,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.9,5760000000.0,823598030.6249999,825399157.6239059,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,1.9500000000000002,5280000000.0,665836804.9999996,667326073.7497913,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-10,2.0,5280000000.0,665697295.1249998,667207751.8742299,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.25,16000000000.0,1114682618.875,1117047526.2497349,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.3,14440000000.0,1115801097.1249998,1118055430.4992256,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.35,12960000000.0,1115558420.6249998,1117824166.749415,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.4,11560000000.0,1115358496.1250002,1117631297.8750503,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.45,11560000000.0,1115482022.2500002,1117761005.1254306,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.5,10240000000.0,1115037573.2499995,1117294540.250441,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.55,10240000000.0,1115281757.500001,1117574843.2506225,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.6,9600000000.0,1105458666.1249993,1107743047.9999747,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.65,9600000000.0,1105733894.0,1107969662.7493832,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.7,9600000000.0,1105497185.6250014,1107724327.4994543,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.75,8960000000.0,1004271781.3750013,1006508763.3756775,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.8,8960000000.0,1003482312.000001,1005552705.2500111,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.85,8960000000.0,1003421340.000001,1005457379.9989157,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.9,8960000000.0,1003632172.2500006,1005753221.6251274,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,1.9500000000000002,8320000000.0,985794367.625001,987846340.2510533,ns
400x400x1-precd-thread1-M1e+07,d,2,400,62.5,1e-12,2.0,8320000000.0,985776936.3750002,987819829.5009497,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.25,640000000.0,301490380.625,302371990.74872476,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.3,640000000.0,301651919.50000006,302494381.7508756,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.35,640000000.0,300731571.25000006,301572506.9999462,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.4,480000000.0,296391514.25,297221671.12595344,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.45,480000000.0,297682086.3749998,298531767.49929845,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.5,480000000.0,296403783.5000002,297214651.12561417,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.55,480000000.0,296901221.62499976,297735217.6239947,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.6,480000000.0,297227531.62499994,298082951.4999641,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.65,480000000.0,296581660.50000024,297395285.8756093,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.7,480000000.0,296279158.875,297107447.8737137,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.75,480000000.0,296684208.87499994,297533601.74981934,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.8,480000000.0,296112766.3749998,296921665.5001219,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.85,480000000.0,297750657.75,298588542.5005108,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.9,480000000.0,296198533.5000001,297033220.751473,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,1.9500000000000002,480000000.0,296488084.6250004,297325285.124316,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.01,2.0,480000000.0,296967078.12500024,297798906.37473726,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.25,1600000000.0,336220980.25,337135996.87507665,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.3,1600000000.0,338639986.87500006,339554863.6253807,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.35,1600000000.0,358928033.9999998,359849852.3751914,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.4,1600000000.0,334984793.6249999,335916169.1259942,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.45,1600000000.0,335914353.87500024,336826135.4989954,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.5,1600000000.0,337270998.0000002,338156583.9990799,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.55,640000000.0,299244735.6249999,300100269.2508337,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.6,640000000.0,299227641.87499994,300089072.0013558,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.65,640000000.0,299094582.625,299906866.7486426,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.7,640000000.0,299320949.62500024,300194952.99893606,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.75,640000000.0,299324405.2500001,300179870.1243388,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.8,640000000.0,299465407.74999964,300293111.9990535,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.85,640000000.0,299218851.1249996,300084600.99998045,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.9,640000000.0,298559862.2500003,299371403.1254058,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,1.9500000000000002,640000000.0,298962294.3750003,299835569.49991906,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.001,2.0,640000000.0,299106703.24999964,299972250.2499935,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.25,2240000000.0,379229249.125,380259538.1239371,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.3,2240000000.0,378188349.5,379192123.24959517,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.35,1920000000.0,357970334.37500006,358907651.49997604,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.4,1920000000.0,358683577.2499999,359680033.8764297,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.45,1920000000.0,358592713.8749998,359579189.0002147,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.5,1920000000.0,358464174.2499999,359427499.87407297,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.55,1920000000.0,359157384.5,360143892.8744756,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.6,1920000000.0,355203140.75000006,356166334.9992159,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.65,1600000000.0,337293862.8750002,338188567.4989462,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.7,1600000000.0,337800685.5,338726181.875245,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.75,1600000000.0,337630797.2499992,338564487.6252627,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.8,1600000000.0,337213013.875,338130840.2495051,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.85,1600000000.0,337565189.6249998,338497864.5008232,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.9,1600000000.0,337168036.62500006,338062040.24949694,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,1.9500000000000002,1600000000.0,337258898.0,338194444.3735847,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,0.0001,2.0,1600000000.0,338182605.37499964,339114315.7514307,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.25,2560000000.0,390157585.25,391198490.2497352,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.3,2560000000.0,389638786.74999994,390673880.3743792,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.35,2560000000.0,392013905.0,393021710.5007614,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.4,2560000000.0,391168438.7500003,392192788.87503606,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.45,2240000000.0,385918493.1250002,386922716.12490004,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.5,2240000000.0,382456205.75000006,383445238.625427,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.55,2240000000.0,382267720.75000024,383309925.1241947,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.6,2240000000.0,382114767.37500006,383109978.50021523,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.65,2240000000.0,382588712.0,383565052.87447363,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.7,2240000000.0,381850479.2499997,382859842.8754049,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.75,1920000000.0,356842814.0000002,357813870.24871945,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.8,1920000000.0,356231987.1249997,357147388.50037974,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.85,1920000000.0,356243943.1250004,357212098.3753848,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.9,1920000000.0,356472648.4999996,357371252.12472165,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,1.9500000000000002,1920000000.0,356657289.1250006,357626992.4997178,ns
400x400x1-precf-thread0-M1e+07,f,2,400,62.5,1e-05,2.0,1920000000.0,356462876.62499976,357366872.6257893,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.25,34559997696.0,1879242725.875,1883337484.9982648,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.3,23999998400.0,1413751888.6249998,1417070214.3746893,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.35,23999998400.0,1414196682.3750005,1417592605.3740113,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.4,23999998400.0,1414594254.1250002,1418193727.7498946,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.45,23999998400.0,1413943181.4999998,1417265260.8740463,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.5,23999998400.0,1413878813.1249988,1417208984.1249545,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.55,23999998400.0,1414217012.249999,1417534547.1248875,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.6,23999998400.0,1413858325.4999998,1417167406.8747962,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.65,7679999488.0,852068922.1249995,854279480.4998266,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.7,7679999488.0,851740468.7500001,853959573.3745955,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.75,7679999488.0,839456625.7499995,841608018.7489569,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.8,7679999488.0,839236879.8750027,841447112.1250244,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.85,7679999488.0,840045578.2499989,842279325.4994758,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.9,7679999488.0,851771272.4999988,853994532.2499989,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,1.9500000000000002,7679999488.0,851670599.5000002,853828411.2491965,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,0.001,2.0,7679999488.0,851942299.1249996,854099256.624977,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.25,174239988384.0,7912861913.625,7928479700.374737,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.3,143999990400.0,6773842986.375001,6786834844.249825,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.35,116639992224.0,5267626417.749998,5277868964.374647,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.4,116639992224.0,5266834959.499999,5276956132.251143,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.45,116639992224.0,5267194766.875001,5277639028.499834,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.5,116639992224.0,5266795103.125006,5277131307.750096,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.55,61439995904.0,3118827856.4999976,3125081679.874711,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.6,61439995904.0,3118590540.875005,3124875133.1258974,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.65,61439995904.0,3119770220.4999943,3126124045.6242375,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.7,61439995904.0,3118755837.1250005,3125109324.2499337,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.75,61439995904.0,3118104206.5,3124406027.376608,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.8,61439995904.0,3119293840.6250052,3125603339.749432,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.85,47039996864.0,2330563850.8750024,2335534468.125843,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.9,47039996864.0,2331276415.4999995,2336215116.874882,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,1.9500000000000002,47039996864.0,2331028436.5000057,2336017799.6255517,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-06,2.0,47039996864.0,2330537167.8750005,2335457356.0009155,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.25,376319974912.0,18237596948.0,18273460445.87466,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.3,324479978368.0,15334708531.375,15364728469.250622,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.35,207359986176.0,9426295757.249996,9444798331.751371,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.4,207359986176.0,9423319721.875004,9441426573.499485,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.45,174239988384.0,7947054708.124994,7962413562.874644,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.5,174239988384.0,7947321832.999996,7962943511.498451,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.55,174239988384.0,7959838376.874998,7975513699.999283,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.6,174239988384.0,7951161542.250006,7966624009.124643,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.65,143999990400.0,6807563209.500003,6820948876.500552,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.7,143999990400.0,6807878133.499997,6821092303.3748255,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.75,143999990400.0,6806991539.4999895,6820062388.749648,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.8,143999990400.0,6807487253.624998,6820905943.624893,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.85,143999990400.0,6807957818.5,6821680185.124933,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.9,143999990400.0,6807813639.875008,6821933029.124921,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,1.9500000000000002,116639992224.0,5281805665.250005,5292942712.250806,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-08,2.0,116639992224.0,5281349921.50001,5291955539.874834,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.25,589559960696.0,23640217170.0,23686793081.500584,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.3,491519967232.0,23661997327.625,23707103641.625507,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.35,431999971200.0,21316594414.375004,21356962012.374424,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.4,431999971200.0,21355850610.000004,21397491608.74999,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.45,376319974912.0,18293524189.500004,18330393624.624775,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.5,376319974912.0,18288938917.500004,18325646698.87506,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.55,324479978368.0,15297064522.249996,15326972825.125267,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.6,324479978368.0,15296959835.374992,15326649179.625748,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.65,324479978368.0,15296669281.374989,15325941822.999084,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.7,207359986176.0,9435346271.625008,9453704138.00083,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.75,207359986176.0,9434937773.499996,9453487929.749826,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.8,207359986176.0,9435563079.625013,9454513271.624819,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.85,207359986176.0,9435196727.375,9454419692.125156,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.9,207359986176.0,9436173810.125013,9455385508.124891,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,1.9500000000000002,207359986176.0,9435591495.625004,9454716183.37433,ns
96x96x64-precd-thread0-M1e+07,d,3,96,16.954210069444443,1e-10,2.0,174239988384.0,7955227443.125011,7971275644.998968,ns
