dim,density,nthreads,max_sp,M,N_total,rep,spread_s,cycles_total,gather_pct,spread_pct,add_pct,other_pct,gather_cycles,spread_cycles,add_cycles,gather_ms,spread_ms,add_ms
2,0.125,1,10000,33554432,268435456,0,3.71,48460135742,6.12,8.52,8.92,76.07,2.9658e+09,4.1288e+09,4.3226e+09,963.72,1341.65,1404.63
2,0.125,1,50717,33554432,268435456,0,2.62,44828861769,6.56,7.48,5.26,80.25,2.9408e+09,3.3532e+09,2.3580e+09,890.53,1015.42,714.05
2,0.125,1,257217,33554432,268435456,0,2.63,45075851354,6.71,7.72,4.33,80.9,3.0246e+09,3.4799e+09,1.9518e+09,940.69,1082.28,607.03
2,0.125,1,1304518,33554432,268435456,0,3.04,47049921271,6.69,8.7,4.69,79.6,3.1476e+09,4.0933e+09,2.2066e+09,1012.83,1317.13,710.04
2,0.125,1,6616067,33554432,268435456,0,3.19,46617998670,6.58,8.57,4.53,79.98,3.0675e+09,3.9952e+09,2.1118e+09,1066.58,1389.14,734.28
2,0.125,1,33554432,33554432,268435456,0,3.64,48259366274,6.34,8.39,4.5,80.3,3.0596e+09,4.0490e+09,2.1717e+09,1200.08,1588.12,851.79
2,0.125,8,10000,33554432,268435456,0,1.43,86637617944,3.73,4.06,6.14,85.62,3.2316e+09,3.5175e+09,5.3195e+09,382.91,416.78,630.31
2,0.125,8,33460,33554432,268435456,0,0.925,71114521876,4.94,4.94,4.64,84.77,3.5131e+09,3.5131e+09,3.2997e+09,314.7,314.7,295.59
2,0.125,8,111960,33554432,268435456,0,0.781,65171259084,5.78,5.73,4.22,83.83,3.7669e+09,3.7343e+09,2.7502e+09,286.98,284.5,209.52
2,0.125,8,374624,33554432,268435456,0,0.784,59996001606,6.31,6.68,4.28,82.29,3.7857e+09,4.0077e+09,2.5678e+09,286.45,303.25,194.3
2,0.125,8,1253510,33554432,268435456,0,0.851,60254178191,6.42,6.58,4.13,82.42,3.8683e+09,3.9647e+09,2.4885e+09,318.94,326.89,205.17
2,0.125,8,4194304,33554432,268435456,0,1.13,63041736237,6.58,6.31,3.68,82.81,4.1481e+09,3.9779e+09,2.3199e+09,448.73,430.31,250.96
2,0.125,all,10000,33554432,268435456,0,0.425,249759477539,4.93,3.72,22.74,68.0,1.2313e+10,9.2911e+09,5.6795e+10,66.75,50.37,307.88
2,0.125,all,22076,33554432,268435456,0,0.345,238201396236,6.38,5.36,16.22,71.38,1.5197e+10,1.2768e+10,3.8636e+10,78.72,66.14,200.14
2,0.125,all,48734,33554432,268435456,0,0.289,226972703571,6.74,5.14,11.86,75.61,1.5298e+10,1.1666e+10,2.6919e+10,82.05,62.57,144.38
2,0.125,all,107583,33554432,268435456,0,0.283,221454162544,6.87,5.1,9.31,78.06,1.5214e+10,1.1294e+10,2.0617e+10,91.36,67.82,123.81
2,0.125,all,237496,33554432,268435456,0,0.317,226865175642,7.02,5.46,8.16,78.66,1.5926e+10,1.2387e+10,1.8512e+10,107.82,83.86,125.33
2,0.125,all,524288,33554432,268435456,0,0.35,238587314689,6.5,5.44,7.53,79.86,1.5508e+10,1.2979e+10,1.7966e+10,116.85,97.79,135.36
2,0.25,1,10000,33554432,134217728,0,2.68,35885892219,7.99,8.07,7.51,75.92,2.8673e+09,2.8960e+09,2.6950e+09,908.49,917.59,853.92
2,0.25,1,50717,33554432,134217728,0,2.1,33566321289,8.61,8.57,3.73,78.77,2.8901e+09,2.8766e+09,1.2520e+09,864.71,860.69,374.61
2,0.25,1,257217,33554432,134217728,0,1.99,33574523068,8.85,8.72,2.83,79.51,2.9713e+09,2.9277e+09,9.5016e+08,863.31,850.63,276.06
2,0.25,1,1304518,33554432,134217728,0,2.17,33999066364,9.0,8.91,3.08,78.85,3.0599e+09,3.0293e+09,1.0472e+09,930.44,921.14,318.42
2,0.25,1,6616067,33554432,134217728,0,2.35,34974138954,8.66,8.59,3.2,79.28,3.0288e+09,3.0043e+09,1.1192e+09,995.16,987.11,367.73
2,0.25,1,33554432,33554432,134217728,0,2.58,35098411186,8.69,8.44,3.0,79.51,3.0501e+09,2.9623e+09,1.0530e+09,1113.77,1081.73,384.5
2,0.25,8,10000,33554432,134217728,0,0.905,59730253124,5.71,4.85,5.49,83.44,3.4106e+09,2.8969e+09,3.2792e+09,321.97,273.47,309.56
2,0.25,8,33460,33554432,134217728,0,0.537,49679844999,7.28,5.7,3.79,82.8,3.6167e+09,2.8318e+09,1.8829e+09,233.12,182.52,121.36
2,0.25,8,111960,33554432,134217728,0,0.395,45763249993,8.35,6.29,3.0,81.87,3.8212e+09,2.8785e+09,1.3729e+09,186.98,140.85,67.18
2,0.25,8,374624,33554432,134217728,0,0.408,45257830243,8.66,6.52,2.92,81.34,3.9193e+09,2.9508e+09,1.3215e+09,195.21,146.97,65.82
2,0.25,8,1253510,33554432,134217728,0,0.474,45258632296,8.62,6.83,2.89,81.15,3.9013e+09,3.0912e+09,1.3080e+09,222.79,176.52,74.69
2,0.25,8,4194304,33554432,134217728,0,0.688,46511698961,8.98,6.54,2.55,81.34,4.1768e+09,3.0419e+09,1.1860e+09,341.91,249.0,97.09
2,0.25,all,10000,33554432,134217728,0,0.249,157600270670,6.24,2.39,20.65,70.02,9.8343e+09,3.7666e+09,3.2544e+10,53.07,20.32,175.61
2,0.25,all,22076,33554432,134217728,0,0.213,148745069065,9.02,3.61,14.22,72.44,1.3417e+10,5.3697e+09,2.1152e+10,71.56,28.64,112.81
2,0.25,all,48734,33554432,134217728,0,0.196,149439399000,9.61,4.06,9.7,75.9,1.4361e+10,6.0672e+09,1.4496e+10,80.6,34.05,81.35
2,0.25,all,107583,33554432,134217728,0,0.196,145093242155,10.41,3.68,7.7,77.45,1.5104e+10,5.3394e+09,1.1172e+10,93.64,33.1,69.26
2,0.25,all,237496,33554432,134217728,0,0.204,144803507144,10.06,3.47,5.94,79.78,1.4567e+10,5.0247e+09,8.6013e+09,105.41,36.36,62.24
2,0.25,all,524288,33554432,134217728,0,0.203,155083959126,9.82,3.45,5.32,80.73,1.5229e+10,5.3504e+09,8.2505e+09,107.23,37.67,58.09
2,0.5,1,10000,33554432,67108864,0,2.31,29526689418,9.76,10.39,4.7,74.98,2.8818e+09,3.0678e+09,1.3878e+09,907.27,965.83,436.9
2,0.5,1,50717,33554432,67108864,0,1.97,28188028809,10.1,10.95,2.63,76.21,2.8470e+09,3.0866e+09,7.4135e+08,840.24,910.96,218.8
2,0.5,1,257217,33554432,67108864,0,1.88,28246852970,10.38,10.8,1.73,76.88,2.9320e+09,3.0507e+09,4.8867e+08,851.79,886.25,141.96
2,0.5,1,1304518,33554432,67108864,0,1.94,28213230952,10.85,10.96,1.66,76.26,3.0611e+09,3.0922e+09,4.6834e+08,896.85,905.94,137.21
2,0.5,1,6616067,33554432,67108864,0,2.03,29122944953,10.79,10.91,1.94,76.12,3.1424e+09,3.1773e+09,5.6499e+08,926.55,936.86,166.59
2,0.5,1,33554432,33554432,67108864,0,2.24,29116182729,10.34,10.49,1.88,77.03,3.0106e+09,3.0543e+09,5.4738e+08,1019.89,1034.68,185.43
2,0.5,8,10000,33554432,67108864,0,0.57,44469586601,7.93,7.55,4.45,79.64,3.5264e+09,3.3575e+09,1.9789e+09,226.8,215.93,127.27
2,0.5,8,33460,33554432,67108864,0,0.321,37235487151,9.84,8.27,2.93,78.52,3.6640e+09,3.0794e+09,1.0910e+09,150.13,126.17,44.7
2,0.5,8,111960,33554432,67108864,0,0.298,36545836589,10.3,8.3,1.92,78.95,3.7642e+09,3.0333e+09,7.0168e+08,149.58,120.54,27.88
2,0.5,8,374624,33554432,67108864,0,0.315,37047072898,10.78,8.33,1.7,78.68,3.9937e+09,3.0860e+09,6.2980e+08,163.18,126.09,25.73
2,0.5,8,1253510,33554432,67108864,0,0.375,37708973043,10.7,8.27,1.74,78.57,4.0349e+09,3.1185e+09,6.5614e+08,193.75,149.75,31.51
2,0.5,8,4194304,33554432,67108864,0,0.486,38070821657,10.96,8.12,1.57,78.71,4.1726e+09,3.0914e+09,5.9771e+08,257.94,191.11,36.95
2,0.5,all,10000,33554432,67108864,0,0.152,111927640763,7.24,3.39,15.51,73.28,8.1036e+09,3.7943e+09,1.7360e+10,42.1,19.71,90.19
2,0.5,all,22076,33554432,67108864,0,0.147,111060206863,10.19,3.24,11.25,74.66,1.1317e+10,3.5984e+09,1.2494e+10,60.69,19.3,67.01
2,0.5,all,48734,33554432,67108864,0,0.139,113132809204,12.48,3.87,6.83,76.2,1.4119e+10,4.3782e+09,7.7270e+09,74.84,23.21,40.96
2,0.5,all,107583,33554432,67108864,0,0.152,110107177149,12.27,3.71,5.19,78.09,1.3510e+10,4.0850e+09,5.7146e+09,88.1,26.64,37.26
2,0.5,all,237496,33554432,67108864,0,0.161,112614842109,12.5,3.37,3.87,79.58,1.4077e+10,3.7951e+09,4.3582e+09,101.95,27.49,31.56
2,0.5,all,524288,33554432,67108864,0,0.177,112115040438,11.26,3.15,3.27,81.53,1.2624e+10,3.5316e+09,3.6662e+09,112.73,31.54,32.74
2,1,1,10000,33554432,33554432,0,1.96,24407072070,11.49,11.9,2.87,73.44,2.8044e+09,2.9044e+09,7.0048e+08,857.59,888.19,214.21
2,1,1,50717,33554432,33554432,0,1.81,23722798700,11.78,12.46,1.83,73.77,2.7945e+09,2.9559e+09,4.3413e+08,817.87,865.08,127.05
2,1,1,257217,33554432,33554432,0,1.75,24075476565,12.13,12.58,1.06,73.78,2.9204e+09,3.0287e+09,2.5520e+08,823.73,854.29,71.98
2,1,1,1304518,33554432,33554432,0,1.79,23844474194,12.56,12.59,0.91,73.72,2.9949e+09,3.0020e+09,2.1698e+08,862.72,864.78,62.51
2,1,1,6616067,33554432,33554432,0,1.89,24229153569,12.56,12.39,1.11,73.53,3.0432e+09,3.0020e+09,2.6894e+08,910.91,898.58,80.5
2,1,1,33554432,33554432,33554432,0,2.04,24514019550,12.24,12.14,1.11,74.17,3.0005e+09,2.9760e+09,2.7211e+08,979.58,971.58,88.83
2,1,8,10000,33554432,33554432,0,0.339,33268780103,10.48,8.9,3.27,77.01,3.4866e+09,2.9609e+09,1.0879e+09,156.85,133.21,48.94
2,1,8,33460,33554432,33554432,0,0.282,31786169551,11.37,9.14,2.14,77.03,3.6141e+09,2.9053e+09,6.8022e+08,141.56,113.8,26.64
2,1,8,111960,33554432,33554432,0,0.268,31312972246,11.96,9.37,1.24,77.17,3.7450e+09,2.9340e+09,3.8828e+08,142.02,111.26,14.72
2,1,8,374624,33554432,33554432,0,0.289,31686882394,12.5,9.35,0.94,76.87,3.9609e+09,2.9627e+09,2.9786e+08,158.51,118.57,11.92
2,1,8,1253510,33554432,33554432,0,0.348,32167687821,12.35,9.23,0.98,77.09,3.9727e+09,2.9691e+09,3.1524e+08,190.51,142.38,15.12
2,1,8,4194304,33554432,33554432,0,0.381,33008928034,12.52,9.28,0.9,76.92,4.1327e+09,3.0632e+09,2.9708e+08,210.14,155.76,15.11
2,1,all,10000,33554432,33554432,0,0.109,83006737747,8.85,4.99,11.67,73.88,7.3461e+09,4.1420e+09,9.6869e+09,37.81,21.32,49.86
2,1,all,22076,33554432,33554432,0,0.116,85923071767,12.52,3.69,8.35,74.82,1.0758e+10,3.1706e+09,7.1746e+09,59.13,17.43,39.44
2,1,all,48734,33554432,33554432,0,0.115,83319859822,15.25,3.91,5.34,74.89,1.2706e+10,3.2578e+09,4.4493e+09,71.58,18.35,25.07
2,1,all,107583,33554432,33554432,0,0.126,84588669942,14.5,3.89,3.59,77.36,1.2265e+10,3.2905e+09,3.0367e+09,83.12,22.3,20.58
2,1,all,237496,33554432,33554432,0,0.149,84178398492,13.93,3.88,2.76,78.68,1.1726e+10,3.2661e+09,2.3233e+09,100.9,28.11,19.99
2,1,all,524288,33554432,33554432,0,0.209,84891067843,15.95,3.64,2.09,77.56,1.3540e+10,3.0900e+09,1.7742e+09,153.76,35.09,20.15
2,2,1,10000,33554432,16777216,0,1.81,22273822907,12.51,13.54,1.52,72.25,2.7865e+09,3.0159e+09,3.3856e+08,821.29,888.92,99.79
2,2,1,50717,33554432,16777216,0,1.8,22420213264,12.65,14.07,1.19,71.93,2.8362e+09,3.1545e+09,2.6680e+08,815.84,907.42,76.75
2,2,1,257217,33554432,16777216,0,1.7,22054786101,12.97,13.27,0.64,72.73,2.8605e+09,2.9267e+09,1.4115e+08,820.28,839.25,40.48
2,2,1,1304518,33554432,16777216,0,1.71,22051147859,13.4,13.29,0.49,72.51,2.9549e+09,2.9306e+09,1.0805e+08,843.05,836.13,30.83
2,2,1,6616067,33554432,16777216,0,1.77,22136455784,13.7,13.07,0.56,72.15,3.0327e+09,2.8932e+09,1.2396e+08,887.27,846.47,36.27
2,2,1,33554432,33554432,16777216,0,1.92,22790252578,13.25,12.76,0.59,73.18,3.0197e+09,2.9080e+09,1.3446e+08,956.39,921.02,42.59
2,2,8,10000,33554432,16777216,0,0.272,28068733829,12.37,10.13,2.15,75.08,3.4721e+09,2.8434e+09,6.0348e+08,136.5,111.78,23.72
2,2,8,33460,33554432,16777216,0,0.268,28230401115,12.83,11.06,1.32,74.53,3.6220e+09,3.1223e+09,3.7264e+08,136.39,117.58,14.03
2,2,8,111960,33554432,16777216,0,0.261,28021319554,13.19,10.83,0.79,74.84,3.6960e+09,3.0347e+09,2.2137e+08,138.76,113.93,8.31
2,2,8,374624,33554432,16777216,0,0.274,28185659758,13.84,10.38,0.55,74.8,3.9009e+09,2.9257e+09,1.5502e+08,153.09,114.82,6.08
2,2,8,1253510,33554432,16777216,0,0.314,28815409049,13.97,10.22,0.53,75.0,4.0255e+09,2.9449e+09,1.5272e+08,177.45,129.82,6.73
2,2,8,4194304,33554432,16777216,0,0.328,29389453901,14.05,9.88,0.5,75.28,4.1292e+09,2.9037e+09,1.4695e+08,188.64,132.65,6.71
2,2,all,10000,33554432,16777216,0,0.0878,72377787311,10.28,6.19,7.71,75.19,7.4404e+09,4.4802e+09,5.5803e+09,37.33,22.48,28.0
2,2,all,22076,33554432,16777216,0,0.0887,72579056191,12.76,4.63,6.49,75.53,9.2611e+09,3.3604e+09,4.7104e+09,47.4,17.2,24.11
2,2,all,48734,33554432,16777216,0,0.108,74288983882,15.31,4.3,3.51,76.21,1.1374e+10,3.1944e+09,2.6075e+09,71.52,20.09,16.4
2,2,all,107583,33554432,16777216,0,0.118,74048240993,14.89,4.34,2.15,77.85,1.1026e+10,3.2137e+09,1.5920e+09,82.18,23.95,11.87
2,2,all,237496,33554432,16777216,0,0.159,74025857125,15.05,4.35,1.66,78.17,1.1141e+10,3.2201e+09,1.2288e+09,113.63,32.84,12.53
2,2,all,524288,33554432,16777216,0,0.201,75275512782,18.13,3.99,1.2,75.98,1.3647e+10,3.0035e+09,9.0331e+08,156.27,34.39,10.34
2,4,1,10000,33554432,8388608,0,1.67,20373850181,13.41,14.11,0.79,71.5,2.7321e+09,2.8748e+09,1.6095e+08,791.05,832.35,46.6
2,4,1,50717,33554432,8388608,0,1.66,20344504615,13.71,13.79,0.7,71.28,2.7892e+09,2.8055e+09,1.4241e+08,807.04,811.75,41.21
2,4,1,257217,33554432,8388608,0,1.63,20227658051,13.95,13.97,0.34,71.55,2.8218e+09,2.8258e+09,6.8774e+07,804.62,805.77,19.61
2,4,1,1304518,33554432,8388608,0,1.65,20412764946,14.3,13.83,0.28,71.36,2.9190e+09,2.8231e+09,5.7156e+07,830.52,803.22,16.26
2,4,1,6616067,33554432,8388608,0,1.72,20621509143,14.54,13.42,0.28,71.34,2.9984e+09,2.7674e+09,5.7740e+07,885.58,817.37,17.05
2,4,1,33554432,33554432,8388608,0,1.85,21033716903,13.75,12.95,0.31,72.53,2.8921e+09,2.7239e+09,6.5205e+07,941.78,886.99,21.23
2,4,8,10000,33554432,8388608,0,0.249,25423031634,13.89,10.91,1.3,73.62,3.5313e+09,2.7737e+09,3.3050e+08,132.51,104.08,12.4
2,4,8,33460,33554432,8388608,0,0.247,25319544136,13.9,11.27,0.96,73.45,3.5194e+09,2.8535e+09,2.4307e+08,131.39,106.53,9.07
2,4,8,111960,33554432,8388608,0,0.247,25441468901,14.36,11.18,0.47,73.62,3.6534e+09,2.8444e+09,1.1957e+08,136.37,106.17,4.46
2,4,8,374624,33554432,8388608,0,0.264,25579160023,15.36,10.93,0.32,72.8,3.9290e+09,2.7958e+09,8.1853e+07,152.39,108.44,3.17
2,4,8,1253510,33554432,8388608,0,0.297,25994269813,15.44,10.84,0.28,73.12,4.0135e+09,2.8178e+09,7.2784e+07,172.65,121.22,3.13
2,4,8,4194304,33554432,8388608,0,0.305,26637453352,15.52,10.62,0.27,73.32,4.1341e+09,2.8289e+09,7.1921e+07,179.24,122.65,3.12
2,4,all,10000,33554432,8388608,0,0.0896,64460728759,11.6,6.81,5.06,75.93,7.4774e+09,4.3898e+09,3.2617e+09,44.28,26.0,19.32
2,4,all,22076,33554432,8388608,0,0.0911,65476825973,13.2,5.15,4.51,76.56,8.6429e+09,3.3721e+09,2.9530e+09,52.6,20.52,17.97
2,4,all,48734,33554432,8388608,0,0.0985,69525723356,17.04,4.56,2.58,75.13,1.1847e+10,3.1704e+09,1.7938e+09,69.41,18.58,10.51
2,4,all,107583,33554432,8388608,0,0.124,65763034771,14.57,4.54,1.49,78.6,9.5817e+09,2.9856e+09,9.7987e+08,87.7,27.33,8.97
2,4,all,237496,33554432,8388608,0,0.137,67148465295,17.43,4.36,1.01,76.4,1.1704e+10,2.9277e+09,6.7820e+08,104.73,26.2,6.07
2,4,all,524288,33554432,8388608,0,0.187,65886199260,15.77,4.5,0.79,78.16,1.0390e+10,2.9649e+09,5.2050e+08,140.03,39.96,7.01
2,8,1,10000,33554432,4194304,0,1.63,20069864638,13.34,14.57,0.47,71.46,2.6773e+09,2.9242e+09,9.4328e+07,766.18,836.83,26.99
2,8,1,50717,33554432,4194304,0,1.66,20259228126,13.83,14.34,0.44,71.28,2.8019e+09,2.9052e+09,8.9141e+07,802.44,832.03,25.53
2,8,1,257217,33554432,4194304,0,1.66,20394986819,14.0,14.44,0.24,71.01,2.8553e+09,2.9450e+09,4.8948e+07,810.32,835.79,13.89
2,8,1,1304518,33554432,4194304,0,1.66,20277248507,14.06,14.35,0.13,71.02,2.8510e+09,2.9098e+09,2.6360e+07,817.79,834.65,7.56
2,8,1,6616067,33554432,4194304,0,1.71,20390801220,14.86,14.1,0.14,70.43,3.0301e+09,2.8751e+09,2.8547e+07,873.22,828.56,8.23
2,8,1,33554432,33554432,4194304,0,1.84,20884935719,13.89,13.7,0.15,71.75,2.9009e+09,2.8612e+09,3.1327e+07,921.33,908.72,9.95
2,8,8,10000,33554432,4194304,0,0.242,24401840151,14.64,11.58,0.71,72.73,3.5724e+09,2.8257e+09,1.7325e+08,131.56,104.06,6.38
2,8,8,33460,33554432,4194304,0,0.244,24338457483,14.95,11.77,0.53,72.33,3.6386e+09,2.8646e+09,1.2899e+08,133.86,105.39,4.75
2,8,8,111960,33554432,4194304,0,0.25,24535049723,15.19,11.83,0.3,72.3,3.7269e+09,2.9025e+09,7.3605e+07,139.0,108.25,2.75
2,8,8,374624,33554432,4194304,0,0.26,24664594650,15.72,11.87,0.16,71.79,3.8773e+09,2.9277e+09,3.9463e+07,147.29,111.21,1.5
2,8,8,1253510,33554432,4194304,0,0.298,24827459987,16.04,11.54,0.15,71.92,3.9823e+09,2.8651e+09,3.7241e+07,172.37,124.01,1.61
2,8,8,4194304,33554432,4194304,0,0.298,25248738163,16.03,11.23,0.13,72.13,4.0474e+09,2.8354e+09,3.2823e+07,174.4,122.18,1.41
2,8,all,10000,33554432,4194304,0,0.0837,60206460645,12.31,7.16,3.5,76.54,7.4114e+09,4.3108e+09,2.1072e+09,44.86,26.09,12.75
2,8,all,22076,33554432,4194304,0,0.0876,62233171196,13.8,5.89,2.59,77.11,8.5882e+09,3.6655e+09,1.6118e+09,54.26,23.16,10.18
2,8,all,48734,33554432,4194304,0,0.107,61212561089,14.81,5.0,1.64,77.88,9.0656e+09,3.0606e+09,1.0039e+09,73.88,24.94,8.18
2,8,all,107583,33554432,4194304,0,0.118,65098111336,17.67,4.94,1.05,75.61,1.1503e+10,3.2158e+09,6.8353e+08,88.13,24.64,5.24
2,8,all,237496,33554432,4194304,0,0.146,65318834831,17.26,4.77,0.61,76.58,1.1274e+10,3.1157e+09,3.9844e+08,111.31,30.76,3.93
2,8,all,524288,33554432,4194304,0,0.195,63897744249,17.53,4.64,0.44,76.7,1.1201e+10,2.9649e+09,2.8115e+08,151.19,40.02,3.79
2,16,1,10000,33554432,2097152,0,1.62,19521525773,13.72,14.83,0.27,70.85,2.6784e+09,2.8950e+09,5.2708e+07,771.21,833.61,15.18
2,16,1,50717,33554432,2097152,0,1.59,19323672094,13.56,13.6,0.23,71.97,2.6203e+09,2.6280e+09,4.4444e+07,787.16,789.49,13.35
2,16,1,257217,33554432,2097152,0,1.57,19191325412,14.56,13.94,0.13,70.76,2.7943e+09,2.6753e+09,2.4949e+07,798.44,764.44,7.13
2,16,1,1304518,33554432,2097152,0,1.58,19044344137,14.71,14.37,0.08,70.25,2.8014e+09,2.7367e+09,1.5235e+07,797.04,778.62,4.33
2,16,1,6616067,33554432,2097152,0,1.69,19794467803,15.49,13.67,0.07,70.32,3.0662e+09,2.7059e+09,1.3856e+07,895.59,790.36,4.05
2,16,1,33554432,33554432,2097152,0,1.79,20031410536,14.96,13.59,0.07,71.06,2.9967e+09,2.7223e+09,1.4022e+07,935.65,849.97,4.38
2,16,8,10000,33554432,2097152,0,0.232,23480729116,15.03,11.71,0.38,72.53,3.5292e+09,2.7496e+09,8.9227e+07,128.58,100.17,3.25
2,16,8,33460,33554432,2097152,0,0.233,23272633477,15.05,11.94,0.31,72.15,3.5025e+09,2.7788e+09,7.2145e+07,128.45,101.91,2.65
2,16,8,111960,33554432,2097152,0,0.237,23763258071,15.81,11.35,0.16,72.34,3.7570e+09,2.6971e+09,3.8021e+07,137.15,98.46,1.39
2,16,8,374624,33554432,2097152,0,0.248,23905776482,16.44,11.35,0.09,71.78,3.9301e+09,2.7133e+09,2.1515e+07,146.24,100.96,0.8
2,16,8,1253510,33554432,2097152,0,0.284,24049652786,16.53,11.07,0.08,71.86,3.9754e+09,2.6623e+09,1.9240e+07,169.6,113.58,0.82
2,16,8,4194304,33554432,2097152,0,0.292,24624989074,16.64,11.08,0.07,71.84,4.0976e+09,2.7284e+09,1.7237e+07,174.84,116.42,0.74
2,16,all,10000,33554432,2097152,0,0.08,64674798096,15.35,8.2,1.93,73.97,9.9276e+09,5.3033e+09,1.2482e+09,48.19,25.75,6.06
2,16,all,22076,33554432,2097152,0,0.0682,53751276735,17.3,6.4,1.35,74.4,9.2990e+09,3.4401e+09,7.2564e+08,47.1,17.42,3.68
2,16,all,48734,33554432,2097152,0,0.0778,55827914994,20.47,5.16,1.0,72.79,1.1428e+10,2.8807e+09,5.5828e+08,59.8,15.08,2.92
2,16,all,107583,33554432,2097152,0,0.0889,58492800299,21.85,4.76,0.6,72.11,1.2781e+10,2.7843e+09,3.5096e+08,71.39,15.55,1.96
2,16,all,237496,33554432,2097152,0,0.0925,57764599721,22.57,4.78,0.37,71.52,1.3037e+10,2.7611e+09,2.1373e+08,75.31,15.95,1.23
2,16,all,524288,33554432,2097152,0,0.106,60298392020,24.55,4.72,0.24,69.78,1.4803e+10,2.8461e+09,1.4472e+08,88.18,16.95,0.86
2,32,1,10000,33554432,1048576,0,1.63,19607870078,13.74,15.19,0.09,70.83,2.6941e+09,2.9784e+09,1.7647e+07,771.75,853.19,5.06
2,32,1,50717,33554432,1048576,0,1.59,19231045767,14.01,14.82,0.15,70.89,2.6943e+09,2.8500e+09,2.8847e+07,768.66,813.11,8.23
2,32,1,257217,33554432,1048576,0,1.62,19711349603,14.45,14.5,0.1,70.62,2.8483e+09,2.8581e+09,1.9711e+07,805.82,808.61,5.58
2,32,1,1304518,33554432,1048576,0,1.63,19535891878,14.72,14.5,0.03,70.3,2.8757e+09,2.8327e+09,5.8608e+06,820.29,808.03,1.67
2,32,1,6616067,33554432,1048576,0,1.71,19884813921,15.48,14.42,0.04,69.86,3.0782e+09,2.8674e+09,7.9539e+06,884.13,823.59,2.28
2,32,1,33554432,33554432,1048576,0,1.79,19822894352,14.63,14.33,0.04,70.8,2.9001e+09,2.8406e+09,7.9292e+06,903.02,884.51,2.47
2,32,8,10000,33554432,1048576,0,0.233,23119938174,15.38,11.78,0.21,72.17,3.5558e+09,2.7235e+09,4.8552e+07,130.93,100.28,1.79
2,32,8,33460,33554432,1048576,0,0.234,23077628454,15.65,12.14,0.21,71.64,3.6116e+09,2.8016e+09,4.8463e+07,130.79,101.46,1.76
2,32,8,111960,33554432,1048576,0,0.241,23353582105,15.67,12.19,0.13,71.61,3.6595e+09,2.8468e+09,3.0360e+07,134.92,104.96,1.12
2,32,8,374624,33554432,1048576,0,0.248,23229777672,16.57,12.12,0.04,70.85,3.8492e+09,2.8154e+09,9.2919e+06,143.03,104.62,0.35
2,32,8,1253510,33554432,1048576,0,0.291,24038319363,16.87,11.7,0.05,71.0,4.0553e+09,2.8125e+09,1.2019e+07,171.53,118.96,0.51
2,32,8,4194304,33554432,1048576,0,0.295,24527736073,16.83,11.56,0.03,71.21,4.1280e+09,2.8354e+09,7.3583e+06,174.7,119.99,0.31
2,32,all,10000,33554432,1048576,0,0.0671,50726668977,17.34,8.8,1.06,72.24,8.7960e+09,4.4639e+09,5.3770e+08,42.78,21.71,2.61
2,32,all,22076,33554432,1048576,0,0.0693,50644229110,19.04,6.45,0.74,73.11,9.6427e+09,3.2666e+09,3.7477e+08,50.3,17.04,1.96
2,32,all,48734,33554432,1048576,0,0.0761,53065943610,21.69,5.48,0.63,71.54,1.1510e+10,2.9080e+09,3.3432e+08,59.37,15.0,1.72
2,32,all,107583,33554432,1048576,0,0.0859,54600683139,23.48,5.34,0.44,70.04,1.2820e+10,2.9157e+09,2.4024e+08,68.93,15.68,1.29
2,32,all,237496,33554432,1048576,0,0.0915,58189265886,24.07,5.17,0.24,69.8,1.4006e+10,3.0084e+09,1.3965e+08,74.71,16.05,0.74
2,32,all,524288,33554432,1048576,0,0.106,57300224048,26.03,4.93,0.15,68.18,1.4915e+10,2.8249e+09,8.5950e+07,88.69,16.8,0.51
3,0.125,1,10000,26843545,214748360,0,9.91,75194563495,4.3,17.47,13.97,63.88,3.2334e+09,1.3136e+10,1.0505e+10,1192.31,4844.09,3873.61
3,0.125,1,48503,26843545,214748360,0,9.29,72154969871,4.49,19.71,12.26,63.17,3.2398e+09,1.4222e+10,8.8462e+09,1144.05,5022.1,3123.85
3,0.125,1,235253,26843545,214748360,0,7.48,66206789179,4.96,23.28,7.77,63.61,3.2839e+09,1.5413e+10,5.1443e+09,1030.29,4835.72,1613.99
3,0.125,1,1141048,26843545,214748360,0,6.26,61189724803,5.22,24.79,4.01,65.58,3.1941e+09,1.5169e+10,2.4537e+09,960.53,4561.59,737.88
3,0.125,1,5534417,26843545,214748360,0,6.38,62817719701,5.23,24.35,3.13,66.93,3.2854e+09,1.5296e+10,1.9662e+09,1020.1,4749.4,610.5
3,0.125,1,26843545,26843545,214748360,0,6.55,62195395750,5.23,24.13,2.85,67.4,3.2528e+09,1.5008e+10,1.7726e+09,1063.54,4906.91,579.56
3,0.125,8,10000,26843545,214748360,0,3.57,109068551978,3.55,11.74,11.12,73.13,3.8719e+09,1.2805e+10,1.2128e+10,479.88,1586.97,1503.16
3,0.125,8,32000,26843545,214748360,0,3.35,98853258638,4.08,14.41,11.51,69.51,4.0332e+09,1.4245e+10,1.1378e+10,455.6,1609.12,1285.28
3,0.125,8,102400,26843545,214748360,0,2.79,88735168450,4.64,17.65,10.93,66.34,4.1173e+09,1.5662e+10,9.6988e+09,389.69,1482.34,917.96
