dim,density,nthreads,max_sp,M,N_total,rep,spread_s,cycles_total,gather_pct,spread_pct,add_pct,other_pct,gather_cycles,spread_cycles,add_cycles,gather_ms,spread_ms,add_ms
3,0.125,8,327680,26843545,214748360,0,1.53,78280150240,5.43,19.59,6.44,67.97,4.2506e+09,1.5335e+10,5.0412e+09,264.08,952.72,313.2
3,0.125,8,1048576,26843545,214748360,0,1.14,75557576205,5.69,20.21,3.88,69.68,4.2992e+09,1.5270e+10,2.9316e+09,217.82,773.65,148.53
3,0.125,8,3355443,26843545,214748360,0,1.51,74987245527,5.92,20.26,2.98,70.3,4.4392e+09,1.5192e+10,2.2346e+09,306.56,1049.13,154.31
3,0.125,all,10000,26843545,214748360,0,0.984,278125868821,4.26,8.34,34.98,51.71,1.1848e+10,2.3196e+10,9.7288e+10,88.1,172.48,723.42
3,0.125,all,21112,26843545,214748360,0,0.849,265583168088,4.52,8.62,33.67,52.51,1.2004e+10,2.2893e+10,8.9422e+10,81.98,156.34,610.68
3,0.125,all,44572,26843545,214748360,0,0.835,259535290233,4.99,9.35,32.27,52.66,1.2951e+10,2.4267e+10,8.3752e+10,89.39,167.5,578.1
3,0.125,all,94101,26843545,214748360,0,0.869,256639110897,5.41,8.98,28.41,56.38,1.3884e+10,2.3046e+10,7.2911e+10,109.84,182.33,576.83
3,0.125,all,198668,26843545,214748360,0,0.668,213540888468,7.05,8.83,23.21,60.15,1.5055e+10,1.8856e+10,4.9563e+10,120.48,150.89,396.63
3,0.125,all,419430,26843545,214748360,0,0.599,193508494349,8.04,9.04,16.19,65.9,1.5558e+10,1.7493e+10,3.1329e+10,144.75,162.76,291.49
3,0.25,1,10000,26843545,107374180,0,6.89,53245064257,6.62,22.59,9.75,60.63,3.5248e+09,1.2028e+10,5.1914e+09,1170.73,3995.0,1724.27
3,0.25,1,48503,26843545,107374180,0,6.51,52174805360,6.27,23.43,8.41,61.47,3.2714e+09,1.2225e+10,4.3879e+09,1071.05,4002.34,1436.61
3,0.25,1,235253,26843545,107374180,0,5.45,48415291876,6.84,24.09,5.95,62.8,3.3116e+09,1.1663e+10,2.8807e+09,1010.79,3559.94,879.27
3,0.25,1,1141048,26843545,107374180,0,4.89,46240966544,7.18,25.31,2.89,64.28,3.3201e+09,1.1704e+10,1.3364e+09,992.37,3498.19,399.44
3,0.25,1,5534417,26843545,107374180,0,4.87,45932264367,7.16,25.29,2.18,65.07,3.2888e+09,1.1616e+10,1.0013e+09,1006.91,3556.52,306.57
3,0.25,1,26843545,26843545,107374180,0,5.08,47037168877,6.95,24.73,1.93,66.05,3.2691e+09,1.1632e+10,9.0782e+08,1050.46,3737.83,291.71
3,0.25,8,10000,26843545,107374180,0,1.89,76582917962,5.2,16.0,8.46,69.83,3.9823e+09,1.2253e+10,6.4789e+09,331.36,1019.55,539.09
3,0.25,8,32000,26843545,107374180,0,1.7,75186555663,5.48,17.57,7.89,68.53,4.1202e+09,1.3210e+10,5.9322e+09,301.1,965.38,433.52
3,0.25,8,102400,26843545,107374180,0,1.52,67815941378,6.26,17.96,7.81,67.55,4.2453e+09,1.2180e+10,5.2964e+09,297.07,852.3,370.63
3,0.25,8,327680,26843545,107374180,0,0.922,59922493296,7.29,19.81,5.0,67.32,4.3683e+09,1.1871e+10,2.9961e+09,209.39,569.0,143.61
3,0.25,8,1048576,26843545,107374180,0,0.933,57765659483,7.63,20.61,2.86,68.32,4.4075e+09,1.1906e+10,1.6521e+09,228.9,618.3,85.8
3,0.25,8,3355443,26843545,107374180,0,1.19,56842278736,7.9,20.87,2.05,68.65,4.4905e+09,1.1863e+10,1.1653e+09,305.03,805.82,79.15
3,0.25,all,10000,26843545,107374180,0,0.523,167027721552,6.28,8.13,29.09,55.76,1.0489e+10,1.3579e+10,4.8588e+10,75.5,97.75,349.75
3,0.25,all,21112,26843545,107374180,0,0.504,168524824610,6.7,9.83,27.65,55.08,1.1291e+10,1.6566e+10,4.6597e+10,76.43,112.14,315.43
3,0.25,all,44572,26843545,107374180,0,0.508,170438411695,6.85,9.75,26.13,56.53,1.1675e+10,1.6618e+10,4.4536e+10,81.44,115.91,310.65
3,0.25,all,94101,26843545,107374180,0,0.555,160813491978,8.07,9.27,22.75,59.15,1.2978e+10,1.4907e+10,3.6585e+10,111.72,128.33,314.95
3,0.25,all,198668,26843545,107374180,0,0.479,147125934091,8.54,8.72,20.13,61.84,1.2565e+10,1.2829e+10,2.9616e+10,109.41,111.71,257.88
3,0.25,all,419430,26843545,107374180,0,0.492,134459245639,10.72,9.14,12.61,66.69,1.4414e+10,1.2290e+10,1.6955e+10,162.43,138.49,191.07
3,0.5,1,10000,26843545,53687090,0,6.67,47156786101,6.69,33.84,5.26,53.9,3.1548e+09,1.5958e+10,2.4804e+09,974.5,4929.3,766.2
3,0.5,1,48503,26843545,53687090,0,7.59,49956616120,6.42,40.25,4.09,49.03,3.2072e+09,2.0108e+10,2.0432e+09,959.96,6018.47,611.57
3,0.5,1,235253,26843545,53687090,0,13.5,70902447347,4.71,58.63,2.23,34.04,3.3395e+09,4.1570e+10,1.5811e+09,969.73,12071.15,459.13
3,0.5,1,1141048,26843545,53687090,0,14.7,74962128374,4.41,62.73,0.89,31.75,3.3058e+09,4.7024e+10,6.6716e+08,952.92,13554.77,192.31
3,0.5,1,5534417,26843545,53687090,0,14.7,75172727376,4.36,62.74,0.65,31.98,3.2775e+09,4.7163e+10,4.8862e+08,946.01,13612.96,141.03
3,0.5,1,26843545,26843545,53687090,0,14.9,75584111957,4.31,62.51,0.58,32.24,3.2577e+09,4.7248e+10,4.3839e+08,952.8,13818.98,128.22
3,0.5,8,10000,26843545,53687090,0,1.26,64531984774,6.01,25.0,5.03,63.57,3.8784e+09,1.6133e+10,3.2460e+09,210.12,874.03,175.85
3,0.5,8,32000,26843545,53687090,0,1.18,62046591947,6.55,29.95,4.76,58.31,4.0641e+09,1.8583e+10,2.9534e+09,187.32,856.54,136.13
3,0.5,8,102400,26843545,53687090,0,1.33,65643145339,6.29,40.01,4.05,49.31,4.1290e+09,2.6264e+10,2.6585e+09,166.15,1056.87,106.98
3,0.5,8,327680,26843545,53687090,0,2.07,84771940391,4.94,55.68,1.9,37.13,4.1877e+09,4.7201e+10,1.6107e+09,163.56,1843.53,62.91
3,0.5,8,1048576,26843545,53687090,0,2.39,84375165338,5.2,55.98,1.02,37.5,4.3875e+09,4.7233e+10,8.6063e+08,199.81,2151.0,39.19
3,0.5,8,3355443,26843545,53687090,0,3.35,84250637252,5.4,56.1,0.71,37.42,4.5495e+09,4.7265e+10,5.9818e+08,290.79,3020.98,38.23
3,0.5,all,10000,26843545,53687090,0,0.366,122830922242,6.56,13.4,21.59,57.83,8.0577e+09,1.6459e+10,2.6519e+10,57.78,118.04,190.18
3,0.5,all,21112,26843545,53687090,0,0.34,121295942904,7.4,14.74,18.43,58.77,8.9759e+09,1.7879e+10,2.2355e+10,62.02,123.53,154.45
3,0.5,all,44572,26843545,53687090,0,0.352,120993797418,7.73,17.05,15.8,58.78,9.3528e+09,2.0629e+10,1.9117e+10,67.05,147.9,137.05
3,0.5,all,94101,26843545,53687090,0,0.398,125704972407,6.56,21.96,13.79,57.0,8.2462e+09,2.7605e+10,1.7335e+10,61.71,206.57,129.72
3,0.5,all,198668,26843545,53687090,0,0.499,135197048914,8.36,27.98,9.49,53.42,1.1302e+10,3.7828e+10,1.2830e+10,91.02,304.65,103.33
3,0.5,all,419430,26843545,53687090,0,0.766,143252564535,10.25,32.6,6.58,49.73,1.4683e+10,4.6700e+10,9.4260e+09,158.84,505.19,101.97
3,1,1,10000,26843545,26843545,0,5.63,40104219111,7.81,36.05,3.12,52.54,3.1321e+09,1.4458e+10,1.2513e+09,935.94,4320.17,373.9
3,1,1,48503,26843545,26843545,0,4.71,37331311994,8.55,31.87,2.44,56.89,3.1918e+09,1.1897e+10,9.1088e+08,939.58,3502.28,268.14
3,1,1,235253,26843545,26843545,0,4.62,37254855081,8.69,31.53,2.08,57.28,3.2374e+09,1.1746e+10,7.7490e+08,949.12,3443.7,227.18
3,1,1,1141048,26843545,26843545,0,4.46,36376068542,9.14,32.22,0.96,57.3,3.3248e+09,1.1720e+10,3.4921e+08,963.24,3395.59,101.17
3,1,1,5534417,26843545,26843545,0,4.49,36351257303,8.95,32.41,0.7,57.5,3.2534e+09,1.1781e+10,2.5446e+08,955.43,3459.84,74.73
3,1,1,26843545,26843545,26843545,0,4.63,36982857534,8.89,31.82,0.62,58.15,3.2878e+09,1.1768e+10,2.2929e+08,995.9,3564.64,69.46
3,1,8,10000,26843545,26843545,0,0.915,50776104771,7.79,29.24,3.28,59.36,3.9555e+09,1.4847e+10,1.6655e+09,176.83,663.72,74.45
3,1,8,32000,26843545,26843545,0,0.748,46065324482,8.92,27.58,3.02,60.15,4.1090e+09,1.2705e+10,1.3912e+09,168.83,522.01,57.16
3,1,8,102400,26843545,26843545,0,0.689,44258330340,9.36,27.13,2.98,60.21,4.1426e+09,1.2007e+10,1.3189e+09,163.39,473.59,52.02
3,1,8,327680,26843545,26843545,0,0.709,43882093873,9.76,27.45,2.17,60.22,4.2829e+09,1.2046e+10,9.5224e+08,175.72,494.21,39.07
3,1,8,1048576,26843545,26843545,0,0.763,43255122239,10.19,27.11,1.14,60.95,4.4077e+09,1.1726e+10,4.9311e+08,202.26,538.11,22.63
3,1,8,3355443,26843545,26843545,0,1.07,43366816502,10.35,27.18,0.74,61.21,4.4885e+09,1.1787e+10,3.2091e+08,289.38,759.93,20.69
3,1,all,10000,26843545,26843545,0,0.244,95736714181,6.04,16.05,16.73,60.54,5.7825e+09,1.5366e+10,1.6017e+10,37.96,100.88,105.16
3,1,all,21112,26843545,26843545,0,0.239,93503554272,9.22,14.38,13.19,62.58,8.6210e+09,1.3446e+10,1.2333e+10,59.9,93.42,85.69
3,1,all,44572,26843545,26843545,0,0.301,93063914389,9.63,13.19,11.91,64.49,8.9621e+09,1.2275e+10,1.1084e+10,83.46,114.32,103.22
3,1,all,94101,26843545,26843545,0,0.274,94244237979,10.48,13.77,10.13,64.92,9.8768e+09,1.2977e+10,9.5469e+09,83.52,109.74,80.73
3,1,all,198668,26843545,26843545,0,0.297,94131513672,12.93,13.33,8.59,64.42,1.2171e+10,1.2548e+10,8.0859e+09,110.19,113.6,73.21
3,1,all,419430,26843545,26843545,0,0.322,90289974673,12.57,13.25,5.58,67.74,1.1349e+10,1.1963e+10,5.0382e+09,128.9,135.88,57.22
3,2,1,10000,26843545,13421772,0,4.62,36128313571,8.74,32.59,1.93,56.28,3.1576e+09,1.1774e+10,6.9728e+08,933.4,3480.49,206.12
3,2,1,48503,26843545,13421772,0,4.57,35539487145,8.95,33.94,1.33,55.58,3.1808e+09,1.2062e+10,4.7268e+08,924.95,3507.59,137.45
3,2,1,235253,26843545,13421772,0,4.8,36737239176,9.19,33.1,1.19,56.4,3.3762e+09,1.2160e+10,4.3717e+08,1014.54,3654.09,131.37
3,2,1,1141048,26843545,13421772,0,4.44,35207918310,9.28,33.81,0.56,56.07,3.2673e+09,1.1904e+10,1.9716e+08,943.95,3439.09,56.96
3,2,1,5534417,26843545,13421772,0,4.48,35608874444,9.36,33.54,0.38,56.39,3.3330e+09,1.1943e+10,1.3531e+08,968.87,3471.79,39.33
3,2,1,26843545,26843545,13421772,0,4.58,35436954258,9.27,33.61,0.34,56.5,3.2850e+09,1.1910e+10,1.2049e+08,982.34,3561.63,36.03
3,2,8,10000,26843545,13421772,0,0.688,42103354446,9.44,27.87,2.29,60.05,3.9746e+09,1.1734e+10,9.6417e+08,164.01,484.21,39.79
3,2,8,32000,26843545,13421772,0,0.679,42148811422,9.35,31.37,1.71,57.29,3.9409e+09,1.3222e+10,7.2074e+08,149.63,502.01,27.36
3,2,8,102400,26843545,13421772,0,0.622,40874560876,9.99,28.55,1.62,59.44,4.0834e+09,1.1670e+10,6.6217e+08,154.73,442.18,25.09
3,2,8,327680,26843545,13421772,0,0.664,41114939980,10.49,28.95,1.24,58.8,4.3130e+09,1.1903e+10,5.0983e+08,171.22,472.54,20.24
3,2,8,1048576,26843545,13421772,0,0.753,40980222117,10.96,29.18,0.65,58.86,4.4914e+09,1.1958e+10,2.6637e+08,202.33,538.67,12.0
3,2,8,3355443,26843545,13421772,0,1.07,40973655349,10.76,28.97,0.42,59.42,4.4088e+09,1.1870e+10,1.7209e+08,286.75,772.05,11.19
3,2,all,10000,26843545,13421772,0,0.192,86492218671,6.47,16.83,12.01,64.07,5.5960e+09,1.4557e+10,1.0388e+10,35.18,91.51,65.31
3,2,all,21112,26843545,13421772,0,0.189,78863092060,7.9,16.3,8.82,66.39,6.2302e+09,1.2855e+10,6.9557e+09,45.22,93.3,50.48
3,2,all,44572,26843545,13421772,0,0.225,78281012886,9.26,14.97,7.69,67.38,7.2488e+09,1.1719e+10,6.0198e+09,65.27,105.52,54.21
3,2,all,94101,26843545,13421772,0,0.216,78912739739,10.79,15.01,6.44,66.95,8.5147e+09,1.1845e+10,5.0820e+09,72.29,100.56,43.15
3,2,all,198668,26843545,13421772,0,0.238,81375482096,13.64,14.8,5.8,65.04,1.1100e+10,1.2044e+10,4.7198e+09,94.81,102.87,40.32
3,2,all,419430,26843545,13421772,0,0.284,80834615090,17.8,14.31,3.2,63.91,1.4389e+10,1.1567e+10,2.5867e+09,143.17,115.1,25.74
3,4,1,10000,26843545,6710886,0,5.04,36548290631,8.69,37.61,1.06,52.48,3.1760e+09,1.3746e+10,3.8741e+08,924.78,4002.42,112.8
3,4,1,48503,26843545,6710886,0,5.04,36634570655,8.53,38.55,0.71,52.03,3.1249e+09,1.4123e+10,2.6011e+08,899.59,4065.54,74.88
3,4,1,235253,26843545,6710886,0,4.38,34415486457,9.35,34.3,0.64,55.51,3.2178e+09,1.1805e+10,2.2026e+08,924.66,3392.05,63.29
3,4,1,1141048,26843545,6710886,0,4.27,33766487786,9.7,33.75,0.33,56.02,3.2753e+09,1.1396e+10,1.1143e+08,946.07,3291.74,32.19
3,4,1,5534417,26843545,6710886,0,4.3,33922806705,9.8,33.91,0.19,56.02,3.3244e+09,1.1503e+10,6.4453e+07,959.91,3321.48,18.61
3,4,1,26843545,26843545,6710886,0,4.42,34470976856,9.54,33.37,0.17,56.87,3.2885e+09,1.1503e+10,5.8601e+07,978.8,3423.76,17.44
3,4,8,10000,26843545,6710886,0,0.688,41642854904,9.44,32.87,1.38,56.04,3.9311e+09,1.3688e+10,5.7467e+08,148.65,517.61,21.73
3,4,8,32000,26843545,6710886,0,0.631,39974324356,9.64,31.54,0.99,57.32,3.8535e+09,1.2608e+10,3.9575e+08,144.25,471.94,14.81
3,4,8,102400,26843545,6710886,0,0.607,39476073130,10.33,29.84,0.85,58.56,4.0779e+09,1.1780e+10,3.3555e+08,152.86,441.56,12.58
3,4,8,327680,26843545,6710886,0,0.629,39338008475,10.83,29.76,0.7,58.18,4.2603e+09,1.1707e+10,2.7537e+08,164.98,453.36,10.66
3,4,8,1048576,26843545,6710886,0,0.718,39826207764,11.3,29.41,0.37,58.48,4.5004e+09,1.1713e+10,1.4736e+08,197.5,514.03,6.47
3,4,8,3355443,26843545,6710886,0,1.02,39679220796,11.26,29.07,0.23,58.88,4.4679e+09,1.1535e+10,9.1262e+07,283.17,731.05,5.78
3,4,all,10000,26843545,6710886,0,0.175,72069008686,5.78,20.35,9.33,63.92,4.1656e+09,1.4666e+10,6.7240e+09,28.53,100.43,46.04
3,4,all,21112,26843545,6710886,0,0.171,69245159572,7.5,18.98,6.63,66.24,5.1934e+09,1.3143e+10,4.5910e+09,38.73,98.02,34.24
3,4,all,44572,26843545,6710886,0,0.193,71528018945,8.31,20.05,4.25,66.59,5.9440e+09,1.4341e+10,3.0399e+09,49.18,118.66,25.15
3,4,all,94101,26843545,6710886,0,0.199,70527524577,10.0,18.16,3.78,67.25,7.0528e+09,1.2808e+10,2.6659e+09,62.3,113.14,23.55
3,4,all,198668,26843545,6710886,0,0.231,71715312687,14.07,15.46,3.16,66.61,1.0090e+10,1.1087e+10,2.2662e+09,99.42,109.25,22.33
3,4,all,419430,26843545,6710886,0,0.264,76379489267,18.15,15.26,2.01,63.79,1.3863e+10,1.1656e+10,1.5352e+09,135.28,113.74,14.98
3,8,1,10000,26843545,3355443,0,4.37,34376368489,8.99,34.16,0.55,56.16,3.0904e+09,1.1743e+10,1.8907e+08,899.0,3416.0,55.0
3,8,1,48503,26843545,3355443,0,4.4,34233555901,9.08,35.2,0.43,55.1,3.1084e+09,1.2050e+10,1.4720e+08,893.58,3464.1,42.32
3,8,1,235253,26843545,3355443,0,4.33,34058264191,9.51,34.52,0.35,55.49,3.2389e+09,1.1757e+10,1.1920e+08,927.86,3367.99,34.15
3,8,1,1141048,26843545,3355443,0,4.19,33516051372,9.72,33.39,0.19,56.46,3.2578e+09,1.1191e+10,6.3680e+07,940.57,3231.04,18.39
3,8,1,5534417,26843545,3355443,0,4.23,34056228363,9.8,33.19,0.1,56.71,3.3375e+09,1.1303e+10,3.4056e+07,962.03,3258.15,9.82
3,8,1,26843545,26843545,3355443,0,4.32,33806286932,9.41,32.99,0.09,57.32,3.1812e+09,1.1153e+10,3.0426e+07,956.72,3354.13,9.15
3,8,8,10000,26843545,3355443,0,0.595,38682538157,10.0,30.54,1.02,58.06,3.8683e+09,1.1814e+10,3.9456e+08,143.17,437.23,14.6
3,8,8,32000,26843545,3355443,0,0.585,38476890610,10.04,30.8,0.62,58.17,3.8631e+09,1.1851e+10,2.3856e+08,141.66,434.59,8.75
3,8,8,102400,26843545,3355443,0,0.593,38889623189,10.44,30.39,0.45,58.38,4.0601e+09,1.1819e+10,1.7500e+08,149.97,436.56,6.46
3,8,8,327680,26843545,3355443,0,0.642,39459516890,10.81,31.23,0.37,57.19,4.2656e+09,1.2323e+10,1.4600e+08,163.64,472.76,5.6
3,8,8,1048576,26843545,3355443,0,0.7,38740248393,11.65,28.41,0.19,59.07,4.5132e+09,1.1006e+10,7.3606e+07,202.61,494.09,3.3
3,8,8,3355443,26843545,3355443,0,1.0,39004474060,11.43,29.13,0.13,58.93,4.4582e+09,1.1362e+10,5.0706e+07,280.9,715.9,3.19
3,8,all,10000,26843545,3355443,0,0.147,65706591392,6.56,20.11,5.49,67.32,4.3104e+09,1.3214e+10,3.6073e+09,29.99,91.92,25.09
3,8,all,21112,26843545,3355443,0,0.146,63919003102,7.43,19.46,3.84,68.61,4.7492e+09,1.2439e+10,2.4545e+09,35.3,92.46,18.24
3,8,all,44572,26843545,3355443,0,0.173,65070480942,10.24,17.32,2.81,68.93,6.6632e+09,1.1270e+10,1.8285e+09,58.33,98.66,16.01
3,8,all,94101,26843545,3355443,0,0.181,66717158564,11.89,17.88,2.28,67.24,7.9327e+09,1.1929e+10,1.5212e+09,67.15,100.98,12.88
3,8,all,198668,26843545,3355443,0,0.232,71836154460,13.49,17.26,1.77,66.6,9.6907e+09,1.2399e+10,1.2715e+09,96.24,123.13,12.63
3,8,all,419430,26843545,3355443,0,0.252,72132830739,20.19,15.54,1.14,62.37,1.4564e+10,1.1209e+10,8.2231e+08,138.0,106.21,7.79
3,16,1,10000,26843545,1677721,0,4.59,34910499215,8.7,36.58,0.35,54.12,3.0372e+09,1.2770e+10,1.2219e+08,875.15,3679.64,35.21
3,16,1,48503,26843545,1677721,0,5.38,37755055712,8.24,41.34,0.24,49.98,3.1110e+09,1.5608e+10,9.0612e+07,889.83,4464.26,25.92
3,16,1,235253,26843545,1677721,0,6.11,40528901851,7.65,45.36,0.15,46.54,3.1005e+09,1.8384e+10,6.0793e+07,879.26,5213.5,17.24
3,16,1,1141048,26843545,1677721,0,8.12,47252357891,6.51,55.21,0.06,37.95,3.0761e+09,2.6088e+10,2.8351e+07,855.64,7256.48,7.89
3,16,1,5534417,26843545,1677721,0,8.21,47491608248,6.34,55.67,0.03,37.74,3.0110e+09,2.6439e+10,1.4247e+07,839.0,7367.03,3.97
3,16,1,26843545,26843545,1677721,0,8.34,48114800293,6.46,54.84,0.03,38.32,3.1082e+09,2.6386e+10,1.4434e+07,878.47,7457.45,4.08
3,16,8,10000,26843545,1677721,0,0.612,39428016650,9.4,32.46,0.73,56.99,3.7062e+09,1.2798e+10,2.8782e+08,135.07,466.44,10.49
3,16,8,32000,26843545,1677721,0,0.699,41732082212,9.26,36.68,0.34,53.43,3.8644e+09,1.5307e+10,1.4189e+08,139.86,554.0,5.14
3,16,8,102400,26843545,1677721,0,0.751,42996059737,9.13,38.5,0.23,51.86,3.9255e+09,1.6553e+10,9.8891e+07,143.26,604.13,3.61
3,16,8,327680,26843545,1677721,0,0.872,45830072363,8.92,41.51,0.17,49.0,4.0880e+09,1.9024e+10,7.7911e+07,153.72,715.35,2.93
3,16,8,1048576,26843545,1677721,0,1.41,54916411642,8.03,50.28,0.08,41.2,4.4098e+09,2.7612e+10,4.3933e+07,193.91,1214.16,1.93
3,16,8,3355443,26843545,1677721,0,1.91,54059178812,8.3,48.6,0.05,42.73,4.4869e+09,2.6273e+10,2.7030e+07,278.37,1629.96,1.68
3,16,all,10000,26843545,1677721,0,0.117,62061352053,7.3,22.12,3.34,66.8,4.5305e+09,1.3728e+10,2.0728e+09,26.07,79.0,11.93
3,16,all,21112,26843545,1677721,0,0.124,63754356804,7.85,23.01,2.49,66.15,5.0047e+09,1.4670e+10,1.5875e+09,29.19,85.55,9.26
3,16,all,44572,26843545,1677721,0,0.147,69316423731,12.35,22.63,1.44,62.96,8.5606e+09,1.5686e+10,9.9816e+08,49.85,91.34,5.81
3,16,all,94101,26843545,1677721,0,0.169,71705927987,14.3,22.86,1.05,61.07,1.0254e+10,1.6392e+10,7.5291e+08,63.25,101.11,4.64
3,16,all,198668,26843545,1677721,0,0.212,75183549394,16.27,23.87,0.79,58.4,1.2232e+10,1.7946e+10,5.9395e+08,84.27,123.64,4.09
3,16,all,419430,26843545,1677721,0,0.25,83661365216,18.81,25.78,0.56,54.23,1.5737e+10,2.1568e+10,4.6850e+08,104.15,142.75,3.1
3,32,1,10000,26843545,838860,0,4.38,35101136484,8.66,34.34,0.19,56.58,3.0398e+09,1.2054e+10,6.6692e+07,878.23,3482.5,19.27
3,32,1,48503,26843545,838860,0,4.71,35988992533,8.52,36.95,0.13,54.09,3.0663e+09,1.3298e+10,4.6786e+07,880.03,3816.55,13.43
3,32,1,235253,26843545,838860,0,4.38,34786926851,8.89,34.98,0.11,55.92,3.0926e+09,1.2168e+10,3.8266e+07,885.36,3483.68,10.95
3,32,1,1141048,26843545,838860,0,4.27,35329594790,8.84,33.45,0.06,57.53,3.1231e+09,1.1818e+10,2.1198e+07,891.31,3372.64,6.05
3,32,1,5534417,26843545,838860,0,4.35,35044090694,9.47,33.59,0.03,56.69,3.3187e+09,1.1771e+10,1.0513e+07,956.01,3390.96,3.03
3,32,1,26843545,26843545,838860,0,4.47,35191518116,9.3,33.51,0.02,56.84,3.2728e+09,1.1793e+10,7.0383e+06,970.6,3497.31,2.09
3,32,8,10000,26843545,838860,0,0.58,38685611193,9.75,31.14,0.49,58.3,3.7718e+09,1.2047e+10,1.8956e+08,136.66,436.47,6.87
3,32,8,32000,26843545,838860,0,0.615,39951608250,9.28,32.83,0.25,57.35,3.7075e+09,1.3116e+10,9.9879e+07,134.73,476.64,3.63
3,32,8,102400,26843545,838860,0,0.596,39271193618,10.23,31.22,0.13,58.01,4.0174e+09,1.2260e+10,5.1053e+07,146.63,447.5,1.86
3,32,8,327680,26843545,838860,0,0.63,39500190495,10.68,31.23,0.09,57.55,4.2186e+09,1.2336e+10,3.5550e+07,160.2,468.45,1.35
3,32,8,1048576,26843545,838860,0,0.711,39460052678,11.31,30.16,0.06,57.92,4.4629e+09,1.1901e+10,2.3676e+07,193.63,516.34,1.03
3,32,8,3355443,26843545,838860,0,1.03,39687551963,11.03,29.32,0.03,59.0,4.3775e+09,1.1636e+10,1.1906e+07,281.35,747.89,0.77
3,32,all,10000,26843545,838860,0,0.113,59759903614,7.62,20.2,2.11,69.48,4.5537e+09,1.2072e+10,1.2609e+09,28.77,76.26,7.97
3,32,all,21112,26843545,838860,0,0.112,64841391130,8.77,21.28,1.47,67.92,5.6866e+09,1.3798e+10,9.5317e+08,31.16,75.61,5.22
3,32,all,44572,26843545,838860,0,0.131,70647652313,14.33,20.2,1.08,63.83,1.0124e+10,1.4271e+10,7.6299e+08,52.72,74.31,3.97
3,32,all,94101,26843545,838860,0,0.137,67484339751,16.77,17.95,0.65,63.89,1.1317e+10,1.2113e+10,4.3865e+08,64.96,69.53,2.52
3,32,all,198668,26843545,838860,0,0.169,70118246162,19.23,17.34,0.5,62.15,1.3484e+10,1.2159e+10,3.5059e+08,87.67,79.05,2.28
3,32,all,419430,26843545,838860,0,0.212,71991549157,21.29,16.71,0.35,60.81,1.5327e+10,1.2030e+10,2.5197e+08,117.69,92.37,1.93
